ID,CURRENCY,AMOUNT,LOCATION
52955974,$,420000,Palermo
52135353,USD,5000,Recoleta
53010038,$,400000,Núñez
53073835,USD,1500,Belgrano
53013818,$,750000,Palermo
52814722,$,590000,Caballito
50430236,USD,2200,Recoleta
53025072,USD,350,Palermo
52781935,USD,600,Palermo
52929685,USD,1500,Recoleta
53090220,$,790000,Palermo
53051593,USD,800,Palermo
53061292,$,550000,Belgrano
52930307,USD,2500,Recoleta
53025662,$,350000,Caballito
52831087,USD,2300,Palermo
53007699,USD,1200,Palermo
52781871,USD,2800,Palermo
52921885,USD,10500,Belgrano
53050684,USD,550,Palermo
51617131,USD,7500,Recoleta
50384034,USD,1100,Barrio Norte
52796583,USD,3000,Palermo
52071816,$,450000,Belgrano
48843632,USD,400,Palermo
52750837,USD,399,Almagro
50643856,$,1250000,Palermo
52659263,$,230000,Tribunales
52901995,USD,400,Caballito
31113976,$,0,Puerto Madero
53083674,$,340000,Boedo
52904936,USD,2400,Puerto Madero
52985027,USD,700,Belgrano
51874218,USD,450,Belgrano
52982630,USD,1750,Palermo
52186448,USD,1200,Palermo
52930226,USD,400,Núñez
53090942,$,340000,Villa Urquiza
52918532,$,550000,Caballito
52444226,$,1750000,Palermo
46777756,$,700000,Puerto Madero
52920766,$,300000,Villa Urquiza
53000870,USD,1400,Palermo
52421186,USD,900,Palermo
53070083,USD,1800,Palermo
52519986,USD,1400,Palermo
53110105,$,350000,Villa Devoto
53031450,$,780000,Núñez
52966809,USD,600,Palermo
52896147,USD,1250,Puerto Madero
52917363,$,420000,Balvanera
52807927,USD,900,Retiro
52913343,USD,800,Núñez
52934849,$,330000,Palermo
52382895,USD,1300,Belgrano
53024054,$,350000,Palermo
52985792,USD,1200,Belgrano
41185509,USD,2000,Palermo
53070735,$,600000,Coghlan
41170613,USD,1100,San Telmo
52283126,$,1900000,Puerto Madero
52915806,USD,900,Puerto Madero
53024713,$,500000,San Nicolás
53110519,USD,1200,Recoleta
53117387,USD,870,Palermo
52127390,USD,450,Balvanera
52771120,USD,3500,Puerto Madero
51663883,USD,550,Palermo
53100085,USD,8500,Palermo
43617182,$,280000,Flores
53095513,USD,3000,Recoleta
53103269,USD,480,Núñez
53069686,$,420000,San Telmo
53049400,$,320000,Caballito
52736740,USD,1500,Belgrano
53090375,$,220000,Parque Chacabuco
52958840,$,250000,Barrio Norte
53011834,$,650000,Saavedra
51734044,$,990000,Belgrano
53110385,$,400000,Caballito
52999942,USD,2700,Belgrano
52741814,$,380000,Barrio Norte
52908054,USD,2500,Palermo
53081725,USD,440,Villa Urquiza
52899179,$,280000,Almagro
52936035,$,650000,Palermo
53112015,$,570000,Caballito
50880730,USD,650,Belgrano
52620712,USD,3500,Palermo
52949449,$,380000,Palermo
49292039,$,2500000,Belgrano
50784593,$,300000,Villa del Parque
50432100,$,290000,Palermo
52773251,$,900000,Belgrano
52749545,$,800000,Belgrano
52559538,USD,4000,Belgrano
52904677,USD,2000,Recoleta
52725422,$,6000,Puerto Madero
47120871,$,520000,Almagro
53029861,USD,799,Colegiales
53103261,USD,650,Barrio Norte
53055860,USD,1450,Belgrano
50221648,$,400000,Villa General Mitre
52906357,$,250000,Caballito
52630506,USD,0,Recoleta
52691891,$,380000,Recoleta
52686027,USD,5000,Puerto Madero
52767501,USD,700,Palermo
52893903,$,450,San Telmo
52893946,$,3500,Palermo
52381707,USD,1300,Belgrano
53118654,$,370000,Caballito
52994290,USD,500,San Telmo
53057232,$,800000,Barrio Norte
53056538,$,450000,Barrio Norte
52969782,USD,850,Recoleta
50890658,USD,1500,San Telmo
53002726,USD,600,Palermo
53115639,$,580000,Almagro
51754229,USD,5500,Belgrano
53025460,USD,450,Palermo
52584064,$,260000,Centro / Microcentro
53052174,USD,800,Belgrano
53054172,$,298000,Belgrano
51957376,USD,2700,Puerto Madero
52704657,USD,2900,Palermo
52926863,USD,680,Belgrano
50474258,USD,3500,San Nicolás
52967290,USD,1500,Recoleta
53032228,$,270000,Núñez
52987208,USD,1380,Palermo
53059946,USD,800,Recoleta
53105246,$,550000,Palermo
48772567,$,650000,Recoleta
53078501,$,350000,Floresta
52994642,USD,400,Recoleta
52834489,$,380000,Núñez
52958618,USD,2700,Belgrano
52881574,USD,500,Recoleta
52873716,$,13000,Belgrano
53120025,USD,650,Recoleta
53083980,USD,600,Recoleta
51904705,USD,6500,Palermo
53055247,USD,2000,Puerto Madero
52623709,USD,10000,Puerto Madero
53018687,$,500000,Almagro
52987662,USD,600,Belgrano
52814425,USD,400,Palermo
52914948,USD,2000,Recoleta
52930241,$,230000,Caballito
49088862,USD,600,Villa Ortuzar
53111288,USD,450,Palermo
53071279,USD,1000,Barrio Norte
53097526,USD,700,Palermo
52950193,USD,1200,Villa Urquiza
53076474,$,350000,Palermo
52481370,USD,10000,Belgrano
53014681,$,270000,Flores
52897982,USD,1800,Palermo
51830649,USD,2500,Belgrano
53103415,$,450000,Almagro
53014982,$,300000,Belgrano
53075669,USD,2900,Palermo
52740951,$,22000000,Belgrano
52620450,$,1800000,Flores
52625023,$,280000,Villa Santa Rita
52950555,$,1500000,Colegiales
52985255,USD,1800,Recoleta
52999788,USD,4500,Puerto Madero
53027714,$,450000,Almagro
52936757,USD,9500,Palermo
53120349,$,300000,Villa Crespo
53096640,USD,2400,Palermo
52294848,USD,3400,Puerto Madero
52461917,USD,2900,Palermo
52590680,USD,2800,Puerto Madero
50696893,USD,300,Villa Crespo
52953337,USD,400,Colegiales
50845274,USD,4200,Recoleta
52936001,$,500000,Villa Crespo
53018669,$,380000,Villa Urquiza
53101362,USD,1800,Retiro
52899010,USD,700,Recoleta
51550226,USD,2800,Puerto Madero
52998029,USD,490,Belgrano
53092627,USD,390,Palermo
53117852,$,750000,Palermo
53024749,$,1800000,Palermo
53054608,USD,700,Palermo
50184453,USD,6000,Recoleta
47041453,USD,6900,Recoleta
51925248,USD,2500,Recoleta
52950171,USD,1400,Palermo
52792606,USD,1300,Recoleta
52800668,USD,4000,Recoleta
53075873,USD,400,Saavedra
53025883,USD,650,Palermo
52992063,USD,4000,Puerto Madero
52468952,USD,0,Recoleta
52915611,USD,1200,Recoleta
53100438,$,250000,Balvanera
52893474,USD,1000,Recoleta
53117326,$,0,Palermo
52465677,USD,1400,Palermo
53096523,$,550000,Villa Urquiza
53023780,USD,750,Núñez
52094585,USD,500,Palermo
52385457,USD,650,Belgrano
52936893,$,450000,Monserrat
52641135,USD,10000,Palermo
53105375,$,580000,Belgrano
52784875,$,550000,Coghlan
52035761,USD,600,Monserrat
53029332,USD,1900,Puerto Madero
53039693,$,280000,Boedo
52571383,USD,800,Belgrano
52880101,USD,650,Palermo
53114146,$,500000,Palermo
44315089,$,300000,Saavedra
53083482,$,300000,Núñez
52923482,USD,1600,Núñez
53032258,USD,980,Palermo
52458567,USD,1900,Belgrano
44749648,USD,350,Barrio Norte
52995455,USD,2000,Recoleta
53035291,$,350000,Balvanera
52945833,USD,270,Retiro
53098114,$,250000,Barracas
49649827,USD,1000,Belgrano
52934965,USD,700,Recoleta
53038747,$,170000,San Nicolás
53056618,$,300000,Retiro
52905963,$,280000,Belgrano
51033713,USD,1400,Puerto Madero
52460450,$,750,Palermo
52473279,$,590000,Palermo
53116888,$,320000,Villa Lugano
53035286,$,500000,Parque Avellaneda
52791144,$,330000,Boedo
52806383,$,500000,Belgrano
53103372,$,380000,Caballito
52773480,$,450000,Retiro
52886421,USD,10000,Belgrano
53097232,USD,900,Palermo
52320716,$,690000,Recoleta
52829178,USD,4000,Puerto Madero
53082079,$,350000,Belgrano
52882345,$,260000,Palermo
52814928,$,450000,Villa Urquiza
48014940,$,280000,Villa Urquiza
53028524,$,650000,Villa del Parque
53112363,$,950000,Caballito
53118661,$,370000,Balvanera
52976214,USD,500,Palermo
52645917,USD,800,Palermo
53091414,$,380000,Belgrano
52815421,USD,750,Villa del Parque
52010862,USD,0,Belgrano
53081796,$,450000,Balvanera
53014407,$,700000,Recoleta
52714267,$,400000,Villa Crespo
53061502,$,400000,Almagro
53028285,$,650000,Saavedra
52343929,USD,2000,Puerto Madero
53119704,$,320000,Belgrano
53108949,$,400000,Palermo
51724960,USD,2200,Recoleta
53120451,USD,300,Villa Crespo
53103099,$,380000,Almagro
53110441,USD,850,Belgrano
46638505,USD,3900,Recoleta
52186425,$,450000,Retiro
51300512,USD,900,Caballito
52981831,$,275000,Floresta
52873403,USD,800,Belgrano
53068125,$,250000,Almagro
52750406,USD,649,Palermo
52100026,USD,649,Palermo
53086690,USD,2000,Palermo
53091286,USD,1800,Palermo
52976370,USD,700,Recoleta
52497608,USD,6500,Palermo
53022165,$,800000,Colegiales
52636564,$,4500000,Palermo
53028536,USD,400,Saavedra
52723058,$,700000,Villa Urquiza
53090021,USD,1000,Caballito
52583020,USD,2600,Recoleta
53061829,USD,11000,Recoleta
53104312,USD,450,Palermo
53074651,USD,6000,Palermo
53048774,$,1400000,Colegiales
53101765,USD,6800,Palermo
52144345,USD,10000,Palermo
52931255,USD,650,Retiro
53113948,USD,1100,Puerto Madero
52937539,USD,1200,Palermo
53054268,USD,2000,Recoleta
53106919,USD,1700,Palermo
53095488,USD,4000,Retiro
52948317,USD,400,Belgrano
52674763,$,350000,Belgrano
52822989,$,800000,Colegiales
52929934,USD,550,Parque Patricios
52912741,USD,1000,Belgrano
52618619,$,370000,Floresta
48057224,$,450000,Once
53035317,USD,580,Colegiales
52471313,USD,2200,Recoleta
53034075,USD,600,Villa Crespo
52873418,USD,1500,Recoleta
53105991,$,380000,Belgrano
49788491,USD,750,Palermo
50532764,USD,750,Palermo
52872018,$,365000,Chacarita
48838495,USD,900,Palermo
52893157,USD,299,Caballito
46572826,$,390000,Recoleta
53038995,$,260000,Almagro
52958622,USD,700,Belgrano
52541753,$,450000,Núñez
33520806,USD,2300,Congreso
53113239,USD,1800,Palermo
52892385,$,295000,Villa Luro
53070480,USD,1800,Palermo
53094348,$,350000,Palermo
52953695,$,600000,Villa Pueyrredón
51494728,USD,1000,Barrio Norte
48248911,$,370000,Floresta
52840568,USD,600,Núñez
49468194,USD,2000,Palermo
52924330,USD,550,Recoleta
52882837,$,270000,Almagro
52993010,$,400000,Caballito
52426592,$,480000,Núñez
52884581,$,500,Villa Crespo
53120356,$,840000,Palermo
52907579,Pesos,250000,La Paternal
53092761,$,320000,Parque Centenario
52707093,$,580000,Chacarita
52467675,$,1150000,Caballito
53000103,USD,4900,Palermo
49179095,USD,550,Caballito
52873887,$,600000,Caballito
53104758,USD,1200,Belgrano
51891489,USD,750,Retiro
52683104,USD,500,Villa Crespo
52508824,USD,0,Recoleta
52595734,$,800000,Belgrano
53040284,USD,7500,Palermo
53056157,USD,3800,Puerto Madero
53000203,USD,1900,Palermo
52929757,$,800000,Núñez
53103324,$,500000,San Nicolás
53062584,USD,450,Villa Pueyrredón
53071936,USD,750,Recoleta
47331531,USD,2200,Belgrano
52811484,$,321000,Villa Urquiza
53058904,$,830000,San Telmo
50908485,$,600000,Palermo
53030421,$,760000,Recoleta
52071849,USD,450,Palermo
52951848,$,350000,Boedo
53068002,USD,1200,Núñez
47647976,$,480000,Recoleta
53080079,$,250000,La Boca
53097613,$,300000,Palermo
52857133,$,850000,Palermo
52959884,$,400000,Palermo
51550020,USD,2300,Recoleta
50229182,USD,900,Recoleta
52369699,$,15000,Recoleta
53104664,$,285000,Caballito
51199588,$,600000,Palermo
52857827,$,560000,Caballito
52346742,$,400,Belgrano
52045793,USD,7000,Puerto Madero
52902583,$,280000,Villa Ortuzar
53110828,$,400000,Recoleta
52962528,$,530000,Floresta
52031138,$,300000,Once
52907599,USD,1000,Belgrano
52978407,$,280000,San Telmo
47440981,USD,850,Recoleta
52842589,$,330000,Almagro
53068569,USD,750,Barrio Norte
53035375,$,500000,Villa Pueyrredón
52978013,$,290000,Almagro
52958234,$,400000,Flores
53096159,$,290000,Caballito
50748005,USD,6500,Recoleta
52983341,USD,3000,Palermo
52566103,$,325000,Balvanera
53090398,$,330000,Balvanera
52874188,USD,6900,Palermo
53050509,$,390000,Barrio Norte
52932990,$,450000,Palermo
53093297,USD,500,Palermo
53077249,USD,600,Recoleta
53093170,$,450000,Palermo
47587074,USD,2300,Recoleta
52148305,USD,400,Palermo
53032933,$,500000,Villa Urquiza
53085044,$,240000,Balvanera
52624295,$,300000,Barracas
52806197,$,250000,Parque Avellaneda
53067875,USD,2000,Barrio Norte
52834440,USD,600,Núñez
53119003,USD,550,Núñez
53016878,USD,480,Barrio Norte
52985800,USD,1700,Belgrano
52842958,$,330000,San Telmo
53020246,$,550000,Caballito
53052144,$,280000,Almagro
52945521,USD,650,Villa Devoto
52974505,$,450000,Saavedra
52464549,$,800,Belgrano
52956714,USD,400,Belgrano
53070223,$,220000,Barracas
53033670,$,595000,Núñez
53061928,USD,1200,Palermo
53009302,$,500000,Belgrano
53009441,USD,4250,Puerto Madero
53016867,USD,1000,Palermo
52893935,USD,3000,Palermo
53115440,$,900000,Recoleta
52794846,$,0,Villa Urquiza
52930469,USD,3000,Recoleta
52641465,USD,1700,Recoleta
53058991,USD,1300,Palermo
53004910,$,420000,Belgrano
52988940,USD,600,Villa Urquiza
53102161,USD,1100,Palermo
53028007,USD,580,Belgrano
52570426,$,3000000,Palermo
52933715,USD,2500,Núñez
53062465,$,380000,Villa Urquiza
53105047,$,900000,Balvanera
53065621,USD,3400,Puerto Madero
52824897,$,350000,Caballito
53021596,USD,2000,Puerto Madero
52995080,USD,1000,Palermo
48324173,$,1000000,Caballito
52824536,USD,2100,Palermo
53116295,$,620000,Barrio Norte
52999781,$,370000,Belgrano
52899851,USD,4000,Recoleta
52154444,USD,2000,Puerto Madero
50071620,USD,1200,Palermo
52904048,USD,260,Floresta
53071911,$,800000,Belgrano
52999861,USD,25,Palermo
53094741,USD,2500,Núñez
53020691,$,320000,Villa Urquiza
52935992,USD,335000,Palermo
53073390,USD,1200,Palermo
43177781,USD,850,Recoleta
52602757,$,450000,Barrio Norte
53076321,USD,800,Boedo
52448733,$,2400000,Belgrano
49837987,USD,650,Barrio Norte
43367181,USD,4500,Puerto Madero
53089101,USD,600,Palermo
52882564,USD,5000,Puerto Madero
53114384,USD,350,Palermo
53105023,USD,420,Barrio Norte
52884040,USD,2700,Recoleta
53058034,USD,600,Recoleta
52968025,$,450000,Belgrano
50475620,USD,2900,Retiro
52934861,$,580000,Recoleta
52890737,USD,7000,Barrio Norte
53058343,USD,300,Balvanera
52765220,USD,800,Puerto Madero
53112269,$,350000,Villa Urquiza
53040120,USD,1000,Belgrano
53097315,USD,600,Núñez
53089324,$,380000,Palermo
52750597,USD,3500,Recoleta
50928115,USD,3200,Puerto Madero
53085260,USD,350,Belgrano
53000560,USD,1800,Puerto Madero
53058831,$,350000,Almagro
53110418,$,450000,Caballito
53087839,$,190000,San Cristobal
22099809,$,480000,Palermo
53032118,$,290000,Barrio Norte
52978677,$,500000,Almagro
53048613,USD,2400,Belgrano
51180938,USD,4300,Recoleta
50042059,USD,8000,Puerto Madero
53084748,USD,600,Recoleta
52021417,USD,800,Congreso
52876778,USD,1800,Palermo
52923560,USD,990,Belgrano
53071479,USD,2100,Recoleta
52458711,$,600,Belgrano
52979577,$,390000,Belgrano
52968618,$,420000,Villa Crespo
52961358,$,275000,Retiro
43957199,USD,2500,Recoleta
53015027,$,700000,Palermo
52574289,$,650000,Colegiales
52872437,$,400000,Belgrano
53084542,USD,1500,Núñez
52995668,$,500000,Barrio Norte
52618579,$,1700000,Palermo
46952336,$,2000000,Belgrano
51881662,USD,600,Palermo
53102007,$,220000,Retiro
53049749,$,350000,Villa Urquiza
52908098,USD,300,Recoleta
52473500,USD,1800,Recoleta
53118732,$,400000,Barracas
52837710,USD,2800,Puerto Madero
53095424,USD,500,Palermo
52456406,$,310000,Recoleta
53118995,$,550000,Palermo
52888178,USD,750,Palermo
52995120,USD,700,Puerto Madero
53035817,$,400000,Núñez
52907640,$,830000,Almagro
53091493,USD,650,Palermo
52978646,$,370000,Recoleta
52965500,USD,900,Centro / Microcentro
52871599,USD,2700,Retiro
53116049,$,600000,Palermo
53100335,$,400000,Belgrano
52983219,USD,1000,Puerto Madero
53101759,USD,1000,Recoleta
52865562,USD,1200,Palermo
53096585,$,990000,Recoleta
53069561,USD,600,Barrio Norte
53054116,$,350000,Barrio Norte
53075188,USD,1500,Belgrano
53066236,USD,1500,Belgrano
53025251,USD,550,Recoleta
52426288,USD,3500,Puerto Madero
52843728,$,3000000,Palermo
53075051,$,1200000,Puerto Madero
52910118,USD,3500,Palermo
52934275,USD,750,Recoleta
53016171,USD,2000,Puerto Madero
52938441,$,280000,Centro / Microcentro
53100659,$,380000,Palermo
46719082,$,450000,Palermo
53035332,$,300000,Villa Crespo
53055979,$,230000,Mataderos
47051915,$,380000,Palermo
53037380,USD,2500,Palermo
52596245,$,500000,Caballito
52849774,$,450000,Caballito
52967340,USD,550,Palermo
53001562,USD,3000,Puerto Madero
51923495,USD,8000,Puerto Madero
53110605,USD,600,Palermo
53082115,Pesos,440000,Almagro
52981337,$,740000,Palermo
44899129,USD,300,Caballito
52464612,$,480,Belgrano
47136251,USD,900,Palermo
53069852,$,450000,Parque Avellaneda
51874131,USD,450,Almagro
53061130,$,270000,Boedo
52867603,USD,1700,Recoleta
52966205,USD,1500,Puerto Madero
52559275,$,1100,Palermo
53011818,$,400000,Constitución
53096433,USD,3000,Belgrano
52886393,USD,1900,Caballito
53014264,USD,1200,Palermo
48440721,USD,900,Barrio Norte
51546737,USD,1100,Puerto Madero
53056594,USD,600,Recoleta
53087831,$,1800000,Palermo
51871632,USD,2000,Barrio Norte
53085676,$,385000,Belgrano
52801971,USD,749,Colegiales
53110241,USD,500,Abasto
53087773,$,200000,San Cristobal
52920791,$,420000,Colegiales
45831090,$,1100000,Belgrano
52975813,USD,500,Villa Luro
53085319,$,450000,Barracas
52813640,$,480000,Flores
52926023,$,550000,Barrio Norte
52977458,USD,700,Villa Crespo
53057702,$,450000,Caballito
52886193,USD,1000,Recoleta
53075598,USD,1400,Puerto Madero
52964114,USD,850,Chacarita
53053271,USD,1250,Núñez
52693852,USD,6000,Puerto Madero
47800610,USD,550,Palermo
53040326,$,600000,Belgrano
52567120,$,500000,Villa Crespo
53079763,USD,450,Palermo
47076022,$,550000,Palermo
43056694,$,400000,Caballito
52751652,USD,2300,Palermo
52448410,USD,700,Palermo
52948026,$,390000,Belgrano
52159606,USD,1000,Palermo
50659808,USD,2500,Belgrano
52933314,$,380000,Coghlan
53057228,$,290000,Barracas
52948984,$,240000,Palermo
51078724,USD,900,Puerto Madero
52982504,$,550000,Barrio Norte
52960088,$,680000,Villa Urquiza
52925884,USD,750,Puerto Madero
51171725,USD,6000,Núñez
49972659,$,280000,Saavedra
52995108,USD,600,Palermo
53025456,USD,5500,Palermo
52876360,$,230000,Villa Luro
52063479,USD,6000,Belgrano
52910641,$,500000,Villa Crespo
51655826,$,900000,Barrio Norte
52979197,USD,400,Caballito
53019811,USD,1500,Palermo
52968688,$,650000,Caballito
53068476,USD,1500,Palermo
52893848,$,400,Balvanera
53104912,$,320000,Flores
53083483,USD,1800,Palermo
