ID,CURRENCY,AMOUNT,LOCATION
53489445,$, 250.000,Colegiales
53489581,$, 450.000,Palermo
53489722,$, 650.000,Flores
53489747,$, 330.000,Caballito
53489760,$, 300.000,Chacarita
53489774,$, 850.000,Núñez
53489818,$, 290.000,Villa Devoto
53490456,$, 450.000,Balvanera
53490527,$, 210.000,San Nicolas
53490551,$, 190.000,Flores
53490607,$, 450.000,Palermo
53490716,USD, 399,Villa Devoto
53490739,USD, 600,Monserrat
53490743,$, 750.000,Palermo
53490812,$, 275.000,Recoleta
53490821,$, 450.000,Recoleta
53493033,$, 350.000,San Telmo
53493081,$, 450.000,Palermo
53493130,$, 600.000,Colegiales
53493146,$, 300.000,Villa del Parque
53493154,$, 230.000,Monserrat
53493334,$, 340.000,Palermo
53493353,$, 340.000,Belgrano
53493368,$, 340.000,Recoleta
53493503,$, 400.000,San Cristobal
53493523,$, 315.000,Palermo
53493545,$, 300.000,Palermo
53493710,$, 730.000,Recoleta
53493717,$, 320.000,Villa Devoto
53493719,USD, 2.000,Recoleta
53493754,$, 890.000,Colegiales
53493786,$, 900.000,Palermo
53493792,USD, 1.550,Recoleta
53493958,$, 320.000,Almagro
53494039,$, 500.000,Belgrano
53494064,$, 250.000,San Cristobal
53494159,$, 300,Villa Urquiza
53494187,$, 440.000,Belgrano
53494511,USD, 5.000,PUERTO MADERO
53494687,$, 650.000,Almagro
53494805,$, 550.000,Recoleta
53494999,USD, 500,Villa Crespo
53495005,USD, 500,Villa Crespo
53495026,USD, 500,Palermo
53495027,USD, 500,Palermo
53495047,USD, 530,Palermo
53495059,$, 250.000,Palermo
53495120,$, 700.000,Núñez
53495441,$, 600.000,Belgrano
53495450,$, 790.000,Palermo
53495522,USD, 500,Recoleta
53495674,USD, 350,Recoleta
53495798,$, 300.000,Balvanera
53495817,$, 450.000,Núñez
53495937,$, 320.000,San Cristobal
53496127,USD, 2.500,Recoleta
53496169,USD, 460,Caballito
53496182,USD, 1.300,Recoleta
53496196,USD, 350,San Nicolas
53496307,$, 300.000,Caballito
53496311,$, 450.000,Caballito
53496314,$, 460.000,Caballito
53496319,$, 490.000,Almagro
53496322,$, 300.000,Balvanera
53496341,$, 280.000,Caballito
53496342,$, 550.000,Caballito
53496345,$, 270.000,Caballito
53496346,$, 590.000,Caballito
53496347,$, 580.000,Almagro
53483844,$, 1.200.000,Palermo
53483949,USD, 1.100,Caballito
53483955,USD, 850,Caballito
53483997,$, 250.000,Monserrat
53484008,$, 450.000,Villa del Parque
53484011,$, 390.000,Palermo
53484088,USD, 1.400,Palermo
53484113,USD, 600,Palermo
53484193,$, 5.000.000,PUERTO MADERO
53484360,$, 320.000,Villa Luro
53484391,USD, 2.100,Belgrano
53484605,$, 660.000,Belgrano
53484947,$, 340.000,Caballito
53485004,$, 500.000,Villa Crespo
53501845,$, 400.000,Villa Crespo
53497579,$, 520.000,Palermo
53505472,$, 220.000,Boedo
53508660,$, 370.000,Belgrano
53505660,$, 920.000,Belgrano
53491488,$, 300.000,Núñez
53491493,$, 290.000,Flores
53507858,$, 380.000,Almagro
53507875,$, 200.000,Balvanera
53505073,$, 450.000,Paternal
53496443,$, 240.000,Caballito
53500579,$, 400.000,Retiro
53496490,$, 790.000,Palermo
53496534,USD, 400,Caballito
53500715,$, 280.000,Palermo
53500748,USD, 900,San Nicolas
53500801,$, 300.000,Parque Chacabuco
53500834,USD, 500,San Telmo
53467826,$, 350.000,Floresta
53455239,$, 500.000,Balvanera
53455253,$, 450.000,Boedo
53468335,$, 400.000,Villa Urquiza
53478645,$, 300.000,Monserrat
53501777,$, 330.000,Caballito
53501780,$, 550.000,Constitución
53487301,$, 300.000,Recoleta
53497564,USD, 480,Palermo
53504760,$, 400.000,Palermo
53507551,$, 250.000,Villa del Parque
53469375,$, 350.000,Belgrano
53469417,$, 320.000,Parque Chacabuco
53469507,USD, 1.200,PUERTO MADERO
53469595,USD, 1.500,Palermo
53469620,USD, 2.000,Recoleta
53486749,$, 580.000,Recoleta
53504181,USD, 570,Villa del Parque
53504189,USD, 530,Monserrat
53504229,USD, 1.250,Villa del Parque
53504243,USD, 1.700,Palermo
53506921,USD, 530,San Telmo
53496829,$, 500.000,Parque Chas
53504119,USD, 350,Caballito
53504127,$, 550.000,Palermo
53504161,USD, 460,Flores
53496970,$, 300.000,San Nicolás
53496978,$, 300.000,San Nicolas
53504193,USD, 980,Núñez
53486732,USD, 1.600,PUERTO MADERO
53504167,USD, 750,Palermo
53501087,$, 500.000,Caballito
53504184,USD, 550,San Telmo
53501096,USD, 600,Palermo
53506953,$, 380.000,Balvanera
53504166,USD, 890,Palermo
53507021,$, 750.000,Belgrano
53507140,$, 295.000,Almagro
53502453,USD, 700,Retiro
53479505,USD, 850,San Nicolas
53479507,$, 380.000,Flores
53479507,$, 380.000,Flores
53507896,$, 490.000,Núñez
53479125,USD, 700,Barracas
53505206,$, 430.000,Boedo
53478994,$, 270.000,Villa Pueyrredón
53508857,$, 240.000,Floresta
53505162,USD, 11.500,Belgrano
53502348,USD, 1.350,Recoleta
53505863,$, 650.000,San Telmo
53505823,$, 410.000,Palermo
53508850,USD, 500,Recoleta
53491875,$, 800.000,Belgrano
53508000,$, 450.000,Caballito
53508875,$, 350.000,Colegiales
53491964,USD, 2.800,Palermo
53491976,$, 270.000,Villa Crespo
53479116,$, 330.000,Flores
53502337,$, 350.000,Recoleta
53508957,$, 600.000,Caballito
53492076,$, 600.000,Palermo
53505251,$, 320.000,San Nicolás
53498279,$, 300.000,Palermo
53498322,USD, 4.800,PUERTO MADERO
53498327,$, 450.000,Caballito
53498330,USD, 3.800,PUERTO MADERO
53498389,$, 500.000,Caballito
53498414,USD, 2.000,Recoleta
53498471,$, 450.000,Caballito
53498561,$, 400.000,Palermo
53498584,$, 380.000,Villa Crespo
53498595,$, 600.000,Palermo
53498618,$, 900.000,Balvanera
53498800,$, 350.000,Flores
53498873,$, 480.000,Almagro
53498877,$, 320.000,Palermo
53498884,$, 380.000,Villa Crespo
53498887,$, 400.000,Almagro
53498899,$, 300.000,Monserrat
53498950,USD, 450,Belgrano
53498952,$, 230.000,San Nicolas
53499023,$, 360.000,Flores
53499153,$, 310.000,Almagro
53499196,USD, 450,Villa Crespo
53499220,$, 500.000,Almagro
53499319,$, 700.000,Retiro
53499507,$, 350.000,San Cristobal
53499759,$, 380.000,Monte Castro
53499769,$, 450.000,Caballito
53499788,$, 660.000,Núñez
53499817,$, 600.000,Caballito
53499822,USD, 3.100,Belgrano
53499823,USD, 350,Recoleta
53499826,$, 800.000,Palermo
53499840,$, 660.000,Belgrano
53511864,USD, 590,San Nicolas
53511933,$, 400.000,Floresta
53512978,USD, 2.700,Belgrano
53511986,USD, 1.100,PUERTO MADERO
53512005,$, 250.000,Barracas
53512058,$,Consultar precio,PUERTO MADERO
53512060,USD, 900,PUERTO MADERO
53512168,USD, 590,Retiro
53513182,$, 350.000,Palermo
53512175,$, 700.000,Caballito
53510586,$, 250.000,Recoleta
53510594,USD, 650,Villa Devoto
53510604,USD, 1.000,Recoleta
53512274,$, 340.000,Palermo
53512361,$, 600.000,Palermo
53512438,$, 550.000,Belgrano
53513566,USD, 540,Recoleta
53510866,$, 350.000,Recoleta
53503637,USD, 1.200,Belgrano
53510372,$, 500.000,San Nicolas
53510422,$, 250.000,Recoleta
53513029,$, 400.000,Monserrat
53510460,$, 300.000,Núñez
53512036,$, 470.000,Almagro
53513077,USD, 400,Recoleta
53510523,$, 390.000,Monserrat
53512095,$, 1.500.000,Flores
53513166,$, 600.000,Palermo
53513175,$, 350.000,Villa Crespo
53512206,$, 520.000,Palermo
53512278,$, 450.000,San Cristobal
53512307,USD, 500,Belgrano
53512388,USD, 400,Palermo
53513488,$, 350.000,Villa Crespo
53512487,$, 350.000,Palermo
53513548,USD, 1.200,Recoleta
53503680,USD, 850,Belgrano
53513003,USD, 550,Recoleta
53513030,$, 999.999,Balvanera
53513045,USD, 320,Palermo
53513075,$, 280.000,Monserrat
53513115,$, 650.000,Caballito
53512163,$, 350.000,Recoleta
53513200,USD, 250,Palermo
53513224,USD, 440,Núñez
53513227,USD, 400,Núñez
53513229,USD, 520,Núñez
53513238,USD, 500,Palermo
53513279,$, 330.000,Recoleta
53512313,$, 2.000,Saavedra
53512319,USD, 2.500,Palermo
53510703,$, 700.000,Flores
53513398,$, 420.000,Villa Devoto
53513577,$, 300.000,Recoleta
53513579,$, 550.000,Villa Crespo
53512561,$, 500.000,Recoleta
53305038,USD, 400,Belgrano
53305099,$, 500.000,Villa Devoto
53302513,$, 500.000,Villa Urquiza
53302762,$, 430.000,Colegiales
53303135,$, 370.000,Palermo
53303230,$, 400.000,Villa Devoto
53303358,$, 400.000,Monserrat
53303535,USD, 500,Belgrano
53303545,$, 500.000,VERSALLES
53304046,$, 250.000,Villa Crespo
53304313,USD, 600,Balvanera
53304456,$, 650.000,Parque Chacabuco
53304485,$, 500.000,Balvanera
53304579,$, 250.000,NUEVA POMPEYA
53304794,$, 300.000,Caballito
53304900,$, 500.000,Villa del Parque
53305003,USD, 500,Palermo
53310838,$, 310.000,Palermo
53310917,$, 330.000,Balvanera
53311032,$, 190.000,Floresta
53311061,$, 260.000,Almagro
53311062,$, 260.000,Boedo
53311064,$, 260.000,San Cristobal
53311066,$, 260.000,Monserrat
53311073,$, 260.000,San Nicolás
53311145,$, 400.000,Villa Ortuzar
53311453,$, 300.000,Balvanera
53311519,$, 700.000,Palermo
53311583,USD, 500,Palermo
53311600,$, 600.000,Belgrano
53311600,$, 600.000,Belgrano
53311642,USD, 340,Villa Luro
53311719,$, 300.000,Caballito
53311792,$, 470.000,Flores
53311829,USD, 1.400,Belgrano
53291669,$, 350.000,Villa Urquiza
53291798,$, 320.000,Belgrano
53291813,$, 390.000,Parque Chacabuco
53291814,$,Pesos 600.000,Palermo
53292024,USD, 480,Recoleta
53292484,$, 980.000,Flores
53286204,$, 350.000,San Cristobal
53286400,$, 300.000,Villa del Parque
53286433,$, 260.000,Caballito
53288455,USD, 800,Palermo
53288545,USD, 450,San Telmo
53288665,USD, 990,Palermo
53288667,USD, 450,Recoleta
53288676,USD, 800,Núñez
53288682,USD, 1.100,Palermo
53288687,USD, 800,Núñez
53288690,USD, 800,Núñez
53288694,USD, 900,Belgrano
53288955,USD, 6.500,PUERTO MADERO
53289053,USD, 450,Palermo
53289342,USD, 800,Villa Devoto
53287706,$, 260.000,Balvanera
53289520,$, 220.000,San Telmo
53289738,$, 280.000,Almagro
53289755,$, 270.000,Monte Castro
53288091,USD, 1.200,Monserrat
53288095,USD, 800,Núñez
53288116,USD, 900,Núñez
53288160,USD, 800,Palermo
53288222,$, 450.000,Caballito
53288246,$, 350.000,Palermo
53288257,$, 320.000,Palermo
53253351,$, 410.000,Villa Urquiza
53257844,$, 500.000,Villa Santa Rita
53258182,$, 240.000,Belgrano
53258703,$, 500.000,Monserrat
53262730,USD, 300,Palermo
53258787,$, 490.000,Palermo
53258791,$, 300.000,Monserrat
53262877,USD, 800,Palermo
53258895,USD, 1.000,Palermo
53268855,$, 500.000,Palermo
53259009,USD, 850,Retiro
53259085,USD, 1.000,Recoleta
53269162,USD, 1.500,Núñez
53269276,$, 260.000,Palermo
53263573,$, 790.000,Recoleta
53269399,USD, 600,Villa Urquiza
53263705,$, 595.000,Villa Urquiza
53263736,$, 320.000,Villa Urquiza
53264173,$, 250.000,BOCA
53264296,$, 450.000,Recoleta
53264452,$, 600.000,Flores
53264493,$, 250.000,Flores
53264721,USD, 670,Recoleta
53264721,USD, 670,Recoleta
53264817,$, 400.000,Almagro
53259390,USD, 3.000,Retiro
53259399,USD, 300,Belgrano
53259637,USD, 520,Caballito
53259747,USD, 2.000,Palermo
53259797,$, 400.000,Palermo
53259878,$,Consultar precio,PUERTO MADERO
53259889,$,Consultar precio,PUERTO MADERO
53326116,USD, 1.000,Palermo
53326546,$, 280.000,Almagro
53326675,USD, 1.000,Palermo
53326738,$, 450.000,Villa Urquiza
53326765,USD, 400,San Nicolas
53326864,USD, 1.000,Palermo
53326919,USD, 2.200,Palermo
53327530,$, 250.000,Monserrat
53315393,$, 500.000,Palermo
53315455,USD, 250,San Nicolás
53327959,$, 350.000,Recoleta
53328276,USD, 600,Belgrano
53316249,USD, 800,Belgrano
53316273,USD, 4.900,PUERTO MADERO
53316286,USD, 1.000,Retiro
53316575,USD, 5.500,PUERTO MADERO
53316596,USD, 2.650,PUERTO MADERO
53316612,USD, 2.600,Recoleta
53316712,$, 270.000,Almagro
53317395,USD, 1.600,PUERTO MADERO
53317408,$, 400.000,Palermo
53317522,$, 350.000,Belgrano
53256171,USD, 566,Boedo
53257737,$, 250.000,Flores
53257744,$, 490.000,San Telmo
53257940,$, 500.000,Caballito
53258170,$, 400.000,Parque Chas
53267706,$, 500.000,Núñez
53257753,USD, 3.500,PUERTO MADERO
53251114,$, 560.000,Belgrano
53256644,$, 280.000,Villa Ortuzar
53257625,$, 600,Palermo
53252754,USD, 550,Villa Crespo
53250518,$, 280.000,Villa del Parque
53255447,$, 550.000,Núñez
53250676,$, 320.000,Villa Pueyrredón
53255367,$, 330.000,Recoleta
53255770,$, 350.000,Recoleta
53252838,$, 250.000,Floresta
53255519,$, 700.000,Chacarita
53250649,$, 370.000,Caballito
53253098,$, 700.000,Recoleta
53255988,$, 350.000,Villa Urquiza
53293603,$, 350.000,Villa Crespo
53293605,USD, 800,Barracas
53293766,$, 280.000,Villa Ortuzar
53293791,$, 460.000,Villa Devoto
53293886,USD, 500,Palermo
53293945,$, 400.000,Belgrano
53294354,$, 250.000,Almagro
53294356,$, 360.000,Parque Chacabuco
53294439,$, 720.000,Monserrat
53294573,$, 480.000,Saavedra
53294589,$, 500.000,Recoleta
53294735,$, 500.000,Colegiales
53294782,$, 340.000,Caballito
53294907,$, 250.000,Villa del Parque
53295149,$, 300.000,Liniers
53295188,$, 380.000,San Nicolas
53295191,$, 260.000,Monserrat
53295278,$, 480.000,Villa Urquiza
53295282,$, 250.000,Villa Ortuzar
53295423,$, 949.000,Belgrano
53295429,$, 300.000,Almagro
53295503,$, 475.000,Belgrano
53283264,$, 400.000,Palermo
53307585,USD, 500,Belgrano
53283538,$, 500.000,Almagro
53307622,$, 320.000,Villa del Parque
53283633,USD, 1.100,Recoleta
53307793,USD, 2.100,Palermo
53283654,USD, 1.800,PUERTO MADERO
53283921,$, 500.000,Recoleta
53284100,$, 380.000,Recoleta
53308215,$, 250.000,Villa Devoto
53284195,$, 650.000,Núñez
53284215,$, 320.000,Belgrano
53308293,$, 380.000,Belgrano
53308332,$, 330.000,Belgrano
53308357,USD, 1.300,Palermo
53284387,$, 900.000,Recoleta
53284437,$, 230.000,Flores
53284995,USD, 1.500,Villa Crespo
53272253,$, 950.000,Recoleta
53272259,$, 350.000,Recoleta
53272577,$, 990.000,Recoleta
53272591,USD, 700,Palermo
53272728,$, 850.000,Recoleta
53272770,$, 285.000,Caballito
53273090,$, 450.000,Belgrano
53273581,$, 550.000,Belgrano
53274090,$, 499.000,Villa Crespo
53274123,$, 800.000,Belgrano
53274147,$, 240.000,Palermo
53274361,$, 380.000,PARQUE PATRICIOS
53274445,$, 400.000,Belgrano
53274466,$, 500.000,Villa Pueyrredón
53257793,USD, 1.000,PUERTO MADERO
53268230,$, 250.000,Retiro
53268394,$, 280.000,Villa del Parque
53262717,$, 250.000,Recoleta
53258726,$, 300.000,Almagro
53258888,USD, 850,San Nicolas
53263195,$, 280.000,Liniers
53259216,USD, 1.300,Recoleta
53269377,$, 300.000,San Telmo
53257731,$, 340.000,Balvanera
53251396,USD, 460,Palermo
53258495,$, 400.000,Recoleta
53257107,USD, 400,Balvanera
53268653,$, 280.000,Núñez
52964912,USD, 1.300,Palermo
52964927,USD, 500,Villa Urquiza
52918402,USD, 600,San Nicolas
52936699,USD, 1.200,PUERTO MADERO
52937582,$, 430.000,Belgrano
52919511,USD, 650,Balvanera
52938343,$, 190.000,Balvanera
52939118,$, 250.000,Villa Santa Rita
52921500,USD, 7.000,Belgrano
52922141,USD, 820,Belgrano
52978969,$, 500.000,Belgrano
52979000,USD, 1.250,Villa Crespo
52993998,$, 240.000,Recoleta
52994118,USD, 2.300,Palermo
52697479,USD, 1.000,Recoleta
52697651,USD, 600,Villa Crespo
52702541,USD, 2.600,Belgrano
52702749,USD, 1.200,Belgrano
52854889,USD, 450,Recoleta
52857160,USD, 1.200,Palermo
52857162,USD, 900,Palermo
52857252,USD, 4.000,PUERTO MADERO
52857618,$, 420.000,Belgrano
53002630,$, 200.000,Paternal
52992676,$, 620,Palermo
52992812,USD, 370,Núñez
52974507,USD, 450,Almagro
52974645,$, 350.000,Villa del Parque
52974649,$, 350.000,Monte Castro
52974753,$, 350.000,Flores
52974755,$, 350.000,Villa Santa Rita
52974780,$, 350.000,VILLA REAL
52974929,$, 320.000,Villa Devoto
52975096,USD, 400,Palermo
52977234,$, 365.000,Recoleta
53006093,USD, 750,Palermo
53006138,$, 450.000,Caballito
52956562,$, 400.000,PARQUE PATRICIOS
52957233,USD, 30,Almagro
52957418,USD, 670,Palermo
52957533,USD, 1.100,Belgrano
52957915,$, 380.000,Flores
52959633,USD, 350,Belgrano
52959796,USD, 320,Belgrano
52960188,USD, 500,Palermo
52960233,$, 250.000,San Nicolas
52896455,$, 600.000,Recoleta
52897333,USD, 1.000,PUERTO MADERO
52897459,USD, 950,PUERTO MADERO
52898530,USD, 1.700,PUERTO MADERO
52899034,USD, 700,Palermo
52899304,USD, 700,Retiro
52899364,USD, 350,Recoleta
52951501,$, 320.000,PARQUE PATRICIOS
52979691,$, 250.000,Belgrano
52979839,USD, 900,Palermo
52980327,USD, 800,Palermo
52980459,USD, 800,Recoleta
52953489,$, 650.000,Saavedra
52917004,$, 310.000,Flores
52917240,USD, 700,Monserrat
52917478,USD, 600,Belgrano
52917634,$, 350.000,Recoleta
52917807,USD, 1.200,Núñez
52917946,$, 300.000,Almagro
53391553,$, 290.000,Belgrano
53392058,$, 250.000,Caballito
53392059,$, 420.000,Palermo
53392074,$, 350.000,Mataderos
53392287,$, 250.000,Caballito
53392346,$, 330.000,Recoleta
53392487,$, 300.000,San Nicolas
53392498,$, 250.000,Caballito
53392611,$, 480.000,Recoleta
53392618,$, 320.000,Recoleta
53392619,$, 450.000,Belgrano
53392634,$, 300.000,Flores
53392753,$, 600.000,Caballito
53392797,$, 450.000,Almagro
53392940,$, 550.000,Almagro
53393205,$, 320.000,Villa Crespo
53393208,USD, 800,Belgrano
53394050,$, 330.000,Balvanera
53393244,USD, 2.000,Belgrano
53394181,USD, 6.000,PUERTO MADERO
53394209,$, 420.000,Palermo
53394265,$, 350.000,Recoleta
53394497,$, 330.000,Recoleta
53362723,$, 440.000,Núñez
53362823,$, 270.000,Palermo
53362869,USD, 700,San Telmo
53363257,USD, 1.000,Recoleta
53363717,$, 750.000,Recoleta
53364239,$, 450.000,Villa Crespo
53364639,$, 380.000,Caballito
53364966,$, 450.000,Almagro
53364969,$, 300.000,San Cristobal
53397962,$, 300.000,Caballito
53398043,USD, 1.900,Palermo
53398140,$, 280.000,Balvanera
53398187,$, 280.000,Flores
53398517,USD, 1.000,PUERTO MADERO
53398634,$, 220.000,Monserrat
53398853,USD, 380,Recoleta
53398922,$, 500.000,Barracas
53399244,$, 400.000,Recoleta
53340685,$, 300.000,Colegiales
53340883,$, 290.000,San Nicolas
53340905,$, 550.000,Recoleta
53340984,$, 420.000,Palermo
53341014,$, 250.000,San Cristobal
53341038,$, 400.000,Palermo
53341181,$, 280.000,Villa Pueyrredón
53341322,$, 270.000,Villa Devoto
53341332,$, 400.000,Villa Crespo
53341335,$, 400.000,Caballito
53341339,$, 300.000,Villa del Parque
53341422,$, 320.000,Floresta
53341435,USD, 1.190,Belgrano
53341439,$, 470.000,Núñez
53341476,USD, 700,Palermo
53341614,$, 700.000,Belgrano
53341813,$, 550.000,Caballito
53341845,$, 330.000,Barracas
53341907,$, 400.000,San Nicolas
53341980,$, 230.000,San Cristobal
53341983,$, 400.000,Colegiales
53342441,USD, 350,Villa Urquiza
53332484,$, 580.000,Villa Urquiza
53332491,$, 500.000,Monserrat
53332628,USD, 800,Palermo
53332663,$, 400.000,Recoleta
53332670,$, 500.000,Belgrano
53332792,$, 450.000,Palermo
53337816,USD, 600,Núñez
53333338,$, 680.000,Recoleta
53333444,$, 300.000,Recoleta
53333446,$, 300.000,Palermo
53335080,$, 380.000,Flores
53333640,$, 400.000,Palermo
53333663,USD, 550,Liniers
53333798,USD, 5.500,PUERTO MADERO
53333808,USD, 2.500,PUERTO MADERO
53335360,$, 230.000,Belgrano
53333826,USD, 800,Núñez
53335587,$, 460.000,Belgrano
53339070,$, 300.000,Villa del Parque
53334200,$, 550.000,Almagro
53339562,$, 850.000,Recoleta
53339630,$, 370.000,Belgrano
53336222,$, 800.000,Recoleta
53336356,$, 250.000,Recoleta
53348340,$, 690.000,Caballito
53348361,$, 300.000,Villa Urquiza
53336537,$, 650.000,Recoleta
53336549,$, 280.000,Belgrano
53311980,$, 400.000,Floresta
53312040,$, 600.000,Villa Urquiza
53288327,USD, 450,Palermo
53286588,$, 250.000,Villa del Parque
53336832,$, 450.000,Caballito
53336833,$, 380.000,Parque Chacabuco
53340195,$, 400.000,Almagro
53336914,USD, 1.500,PUERTO MADERO
53348874,$, 480.000,Flores
53374335,$, 240.000,San Cristobal
53374719,$, 400.000,Villa del Parque
53374944,USD, 1.000,Caballito
53375250,$, 300.000,Villa Gral. Mitre
53375264,$, 250.000,San Nicolas
53349516,$, 390.000,Palermo
53349589,$, 475.000,Caballito
53349876,$, 500.000,Recoleta
53375766,USD, 1.300,Palermo
53358717,$, 380.000,Palermo
53358822,USD, 950,Caballito
53358824,$, 375.000,Colegiales
53358834,USD, 1.700,Palermo
53358944,$, 450.000,Villa Pueyrredón
53359069,$, 600.000,Parque Chacabuco
53359131,USD, 2.700,Palermo
53359337,$, 350.000,Caballito
53325086,$, 240.000,Recoleta
53325413,USD, 1.100,Retiro
53325450,$, 270.000,Villa Devoto
53325724,USD, 400,Monserrat
53325729,$, 320.000,Palermo
53344413,USD, 600,Retiro
53324553,USD, 800,Palermo
53324751,$, 600.000,Recoleta
53324757,$, 1.050.000,Belgrano
53325128,$, 280.000,San Telmo
53344152,$, 450.000,Palermo
53527048,$, 450.000,Villa Urquiza
53527255,$, 300.000,Balvanera
53527258,$, 280.000,Villa Crespo
53527265,$, 500.000,Belgrano
53527278,$, 700.000,Belgrano
53527291,$, 300.000,Palermo
53527330,USD, 1.200,PUERTO MADERO
53527343,USD, 1.600,Recoleta
53527405,USD, 400,Palermo
53527460,USD, 800,Palermo
53527500,$, 650.000,Balvanera
53527506,$, 750.000,Palermo
53527509,$, 300.000,Recoleta
53530860,$, 400.000,Palermo
53531019,$, 395.000,Palermo
53531050,$, 375.000,Villa Crespo
53531072,$, 360.000,Parque Chacabuco
53531092,$, 500.000,BOCA
53531167,USD, 300,Belgrano
53531181,USD, 300,Monserrat
53531213,$, 270.000,Saavedra
53531335,USD, 1.500,Palermo
53531336,USD, 650,Villa Urquiza
53531450,USD, 4.200,Palermo
53531658,$, 210.000,San Nicolas
53531695,$, 450.000,Belgrano
53531702,$, 280.000,San Nicolás
53531713,USD, 750,Recoleta
53531739,USD, 700,Palermo
53533644,$, 320.000,Caballito
53532172,$, 300.000,BOCA
53532204,$, 350.000,Caballito
53532244,$, 300.000,Saavedra
53515985,$, 550.000,Palermo
53521001,$, 320.000,Villa Urquiza
53521045,$, 550.000,Villa del Parque
53521090,$, 550.000,Belgrano
53521117,$, 550.000,Villa Urquiza
53521150,USD, 800,Palermo
53527575,$, 490.000,Balvanera
53527623,$, 450.000,Palermo
53527803,USD, 1.200,Palermo
53527806,USD, 500,Palermo
53527940,USD, 1.000,Belgrano
53528171,USD, 550,Caballito
53528173,$, 800.000,Palermo
53528233,$, 490.000,Palermo
53528238,$, 850.000,Caballito
53528244,$, 480.000,Mataderos
53528255,USD, 6.000,Recoleta
53528353,USD, 2.100,PUERTO MADERO
53528369,$, 400.000,Villa Urquiza
53528371,$, 400.000,Saavedra
53528395,$, 450.000,Saavedra
53528408,$, 350.000,Parque Chacabuco
53528416,$, 200.000,San Nicolas
53528478,$, 630.000,Recoleta
53528503,$, 600.000,Belgrano
53528507,$, 490.000,Villa Crespo
53528519,$, 320.000,Balvanera
53528529,$, 300.000,Caballito
53528592,USD, 1.250,Núñez
53528620,$, 390.000,Recoleta
53528643,$, 390.000,Balvanera
53528680,$, 650.000,Recoleta
53528689,$, 390.000,Palermo
53528776,USD, 1.700,Palermo
53528803,$, 350.000,Belgrano
53528812,USD, 450,Monserrat
53528830,$, 1.750.000,Recoleta
53528858,$, 370.000,PARQUE PATRICIOS
53528920,$, 630.000,Recoleta
53529006,$, 400.000,Recoleta
53529045,$, 440.000,Caballito
53529049,USD, 250,San Cristobal
53529079,$, 490.000,Floresta
53529174,$, 350.000,Retiro
53529186,$, 480.000,Palermo
53524636,$, 380.000,Palermo
53521187,$, 500.000,Villa del Parque
