ID,CURRENCY,AMOUNT,LOCATION
53011317,$,400000,Belgrano
53011474,$,280000,Liniers
53011837,$,100000,Balvanera
53011841,$,200000,San Telmo
53012310,$,160000,Retiro
53002610,$,390000,Recoleta
53002751,USD,690,Saavedra
53003752,$,600000,Villa Crespo
53004063,$,250000,Constitución
53095986,$,590000,Palermo
53091022,$,370000,Almagro
53091407,USD,1000,Núñez
53119475,$,450000,Belgrano
53109035,$,330000,Belgrano
52965173,$,550000,Villa Urquiza
53067406,$,550000,Villa Urquiza
52912435,$,550000,Palermo
53120236,USD,1500,Belgrano
53120357,$,340000,Recoleta
51103898,USD,2850,Puerto Madero
50095498,$,650000,Palermo
49884886,$,0,Parque Patricios
41192116,$,150000,Balvanera
45618429,$,210000,Centro / Microcentro
52824271,USD,0,Parque Patricios
52824272,USD,0,Parque Patricios
53032266,$,250000,Almagro
53032273,$,250000,Almagro
53004244,$,250000,Caballito
53115924,$,480000,Boedo
53119475,$,450000,Belgrano
53109035,$,330000,Belgrano
52965173,$,550000,Villa Urquiza
53067406,$,550000,Villa Urquiza
52912435,$,550000,Palermo
53120236,USD,1500,Belgrano
53120357,$,340000,Recoleta
51103898,USD,2850,Puerto Madero
50095498,$,650000,Palermo
49884886,$,0,Parque Patricios
41192116,$,150000,Balvanera
45618429,$,210000,Centro / Microcentro
52824271,USD,0,Parque Patricios
52824272,USD,0,Parque Patricios
53032266,$,250000,Almagro
53032273,$,250000,Almagro
53004244,$,250000,Caballito
53115924,$,480000,Boedo
52951657,$,600000,Villa Crespo
52950167,$,440000,Caballito
52938030,USD,1200,Palermo
52931641,$,450000,Belgrano
52931125,USD,500,Belgrano
52931253,$,300000,Almagro
52932419,$,480000,Belgrano
52932893,$,350000,Monte Castro
52933430,$,0,Barracas
52920746,$,490000,Palermo
52920804,USD,850,Palermo
52920856,$,600000,Barrio Norte
52920945,$,300000,Villa Crespo
52921069,$,630000,Núñez
52921088,$,650000,Caballito
52921146,USD,4000,Palermo
52921444,$,450000,Villa Devoto
52921464,$,350000,Recoleta
52921488,$,650000,Belgrano
52921506,$,300000,Caballito
52881193,USD,550,Recoleta
52872056,USD,1300,Barrio Norte
52873435,USD,35,Recoleta
52873522,$,700000,Belgrano
52873616,$,520000,Caballito
52873918,USD,500,Palermo
52873934,$,520000,Belgrano
52867954,$,5600000,Belgrano
52908673,$,400000,Caballito
52908857,USD,500,Recoleta
52909859,$,245000,Villa Crespo
52902256,$,295000,Palermo
52906574,USD,400,Belgrano
52906700,$,300000,Palermo
52906712,USD,400,Palermo
52907607,USD,600,Belgrano
52908122,USD,2900,Otro
52916304,USD,1900,Caballito
52916332,$,600000,Caballito
52892438,USD,1100,Palermo
50583575,USD,1200,Caballito
49756545,USD,700,Recoleta
50426213,$,300000,Belgrano
50758986,USD,750,Villa Urquiza
51137866,USD,600,Villa Devoto
51086980,$,180000,Villa Soldati
51155914,USD,550,Belgrano
51025940,USD,550,Caballito
51132185,$,500000,Monserrat
50936493,$,300000,Villa Pueyrredón
51550822,USD,850,Villa Crespo
51631105,$,300000,Caballito
51596240,USD,2500,Recoleta
51638334,USD,2100,Recoleta
47242733,$,570000,Villa del Parque
47244703,$,290000,Villa del Parque
49323078,USD,800,Palermo
50162989,$,350000,Flores
50863695,$,295000,Barracas
50823387,$,350000,Caballito
53119475,$,450000,Belgrano
53109035,$,330000,Belgrano
52965173,$,550000,Villa Urquiza
53067406,$,550000,Villa Urquiza
52912435,$,550000,Palermo
53120236,USD,1500,Belgrano
53120357,$,340000,Recoleta
51103898,USD,2850,Puerto Madero
50095498,$,650000,Palermo
49884886,$,0,Parque Patricios
41192116,$,150000,Balvanera
45618429,$,210000,Centro / Microcentro
52824271,USD,0,Parque Patricios
52824272,USD,0,Parque Patricios
53032266,$,250000,Almagro
53032273,$,250000,Almagro
53004244,$,250000,Caballito
53115924,$,480000,Boedo
46075752,USD,1250,Palermo
46173216,$,390000,Palermo
46210968,$,450000,Parque Centenario
48517247,$,599990,Villa Pueyrredón
48701193,USD,1000,Belgrano
47813937,$,375000,Recoleta
47848224,$,390000,Villa Urquiza
47875103,USD,750,Recoleta
50211769,USD,650,Caballito
50299319,USD,500,Belgrano
48884007,$,0,Floresta
48916386,$,245000,Floresta
44510402,$,280000,Villa Urquiza
45067738,$,240000,Floresta
43415364,$,750000,Palermo
20517063,$,300000,Recoleta
20893666,USD,300,Palermo
32567509,USD,600,Palermo
50530783,USD,950,Recoleta
50677856,USD,1100,Villa Crespo
53107075,USD,750,Colegiales
53107140,USD,490,Belgrano
53103396,USD,300,Recoleta
53061265,$,350000,Villa del Parque
53061366,$,360000,Balvanera
53061630,USD,200,Agronomía
53061650,USD,520,Centro / Microcentro
53061920,USD,700,Villa Crespo
53051420,$,320000,Almagro
53051787,$,690000,Caballito
53052146,$,350000,Recoleta
53052727,USD,300,Congreso
53049796,$,250000,Villa Urquiza
53049855,USD,400,Caballito
53049953,$,420000,Almagro
53049977,USD,450,Palermo
53050312,$,350000,Villa Pueyrredón
53037158,$,250000,Villa Ortuzar
53040335,USD,500,Palermo
53084605,USD,300,Palermo
52921592,USD,500,Recoleta
52938153,USD,700,Palermo
52929869,USD,500,San Cristobal
52930269,USD,400,Parque Chas
52932070,$,450000,San Cristobal
52939151,$,280000,La Paternal
52963663,$,450000,Monserrat
52964074,USD,1200,Recoleta
52964527,USD,300,Boedo
52964653,USD,300,Coghlan
52964976,$,395000,Villa Urquiza
52898960,USD,350,Núñez
52899044,USD,1100,Barrio Norte
52926822,USD,800,Retiro
52899801,$,700000,Villa Urquiza
52901031,USD,2700,Puerto Madero
52901090,USD,800,Belgrano
52901220,$,325000,Saavedra
52904447,USD,1200,Núñez
52906074,$,300000,Caballito
53119475,$,450000,Belgrano
53109035,$,330000,Belgrano
52965173,$,550000,Villa Urquiza
53067406,$,550000,Villa Urquiza
52912435,$,550000,Palermo
53120236,USD,1500,Belgrano
53120357,$,340000,Recoleta
51103898,USD,2850,Puerto Madero
50095498,$,650000,Palermo
49884886,$,0,Parque Patricios
41192116,$,150000,Balvanera
45618429,$,210000,Centro / Microcentro
52824271,USD,0,Parque Patricios
52824272,USD,0,Parque Patricios
53032266,$,250000,Almagro
53032273,$,250000,Almagro
53004244,$,250000,Caballito
53115924,$,480000,Boedo
53119475,$,450000,Belgrano
53109035,$,330000,Belgrano
52965173,$,550000,Villa Urquiza
53067406,$,550000,Villa Urquiza
52912435,$,550000,Palermo
53120236,USD,1500,Belgrano
53120357,$,340000,Recoleta
51103898,USD,2850,Puerto Madero
50095498,$,650000,Palermo
49884886,$,0,Parque Patricios
41192116,$,150000,Balvanera
45618429,$,210000,Centro / Microcentro
52824271,USD,0,Parque Patricios
52824272,USD,0,Parque Patricios
53032266,$,250000,Almagro
53032273,$,250000,Almagro
53004244,$,250000,Caballito
53115924,$,480000,Boedo
53119475,$,450000,Belgrano
53109035,$,330000,Belgrano
52965173,$,550000,Villa Urquiza
53067406,$,550000,Villa Urquiza
52912435,$,550000,Palermo
53120236,USD,1500,Belgrano
53120357,$,340000,Recoleta
51103898,USD,2850,Puerto Madero
50095498,$,650000,Palermo
49884886,$,0,Parque Patricios
41192116,$,150000,Balvanera
45618429,$,210000,Centro / Microcentro
52824271,USD,0,Parque Patricios
52824272,USD,0,Parque Patricios
53032266,$,250000,Almagro
53032273,$,250000,Almagro
53004244,$,250000,Caballito
53115924,$,480000,Boedo
53056876,$,600000,Chacarita
53068593,USD,2000,Belgrano
53079927,$,500000,Caballito
53079928,$,280000,Almagro
53081490,USD,500,Núñez
53083948,USD,700,Villa Urquiza
53081846,$,330000,Belgrano
53083158,$,500000,Villa Urquiza
53083510,$,400000,Barrio Norte
53082937,$,330000,Belgrano
53081790,USD,530,Villa Urquiza
53082002,$,750,Centro / Microcentro
53082006,USD,600,San Nicolás
53084168,USD,650,Boedo
53084500,USD,600,Palermo
53084505,$,450000,Palermo
53083070,USD,300,San Nicolás
53081860,$,390000,Villa Luro
53086673,$,650000,Almagro
53084411,USD,350,Villa Crespo
53086509,$,280000,Villa Devoto
52807109,$,330000,Villa Pueyrredón
53113486,$,275000,Villa Devoto
53114132,$,650000,Villa Urquiza
53111736,USD,2500,Balvanera
53082740,$,240000,Chacarita
53062330,$,350000,Boedo
49481596,USD,1400,Belgrano
53115794,$,185000,San Nicolás
53097983,USD,220,Centro / Microcentro
52766345,$,580000,Villa Urquiza
53086392,USD,750,Recoleta
49131184,$,299000,Almagro
52611245,$,300000,Villa Urquiza
53116508,USD,750,Palermo
53116677,USD,500,Villa Urquiza
53031221,$,200000,Palermo
49204104,$,650000,Palermo
53117369,$,450000,Caballito
53019459,$,350000,Almagro
51744386,USD,500,Villa Urquiza
51757356,USD,450,Barrio Norte
44364001,$,380000,Caballito
44754661,$,200000,Mataderos
44820152,USD,350,Balvanera
44995801,USD,350,Villa Urquiza
52296354,$,750000,Caballito
52312720,USD,400,Centro / Microcentro
52310624,$,380000,Recoleta
52176999,$,290000,Caballito
52147405,$,850000,Belgrano
52144782,$,650000,Monserrat
52337722,$,220000,Caballito
52241985,USD,500,Tribunales
52156284,USD,950,Recoleta
47784528,$,205000,Caballito
46444528,USD,450,Barrio Norte
47971221,$,400,Caballito
48306707,USD,600,Recoleta
48283984,USD,400,Saavedra
50903419,$,350000,Monte Castro
50865072,$,780000,Coghlan
50041103,$,350000,Villa Urquiza
50866743,$,705000,Belgrano
50960083,$,520000,Caballito
46486479,$,520000,Constitución
46506542,$,440000,Caballito
46728377,$,270000,Parque Patricios
47201489,$,440000,Almagro
47379818,USD,380,Palermo
48154016,$,495000,Núñez
46973119,USD,190,Caballito
46858020,$,400000,Monserrat
45956493,USD,600,Palermo
46262387,$,500000,Palermo
46452902,$,290000,Flores
46502384,USD,1100,Belgrano
45316871,$,375000,Palermo
45389126,$,230000,Congreso
45517057,$,500000,Palermo
53110201,$,240000,San Cristobal
53110245,$,670000,Villa Devoto
53110275,$,500000,Caballito
53110330,USD,1500,Belgrano
53110373,$,600000,Palermo
53110375,USD,650,Belgrano
53110433,$,395000,Palermo
53110461,USD,700,Recoleta
53110472,USD,4800,Recoleta
53110479,$,295000,Villa Urquiza
53110516,$,350000,Almagro
53110564,$,650000,Saavedra
53110584,USD,500,Villa Crespo
53110589,$,330000,Congreso
53110609,$,220000,Retiro
53110631,$,350000,Villa Pueyrredón
53110636,$,420000,Núñez
53110829,USD,400,Almagro
53110954,$,450000,Almagro
53111008,$,300000,Caballito
50370223,USD,450,San Telmo
51177832,USD,2100,Puerto Madero
51194457,USD,1200,Palermo
50056449,$,290000,Palermo
50150138,$,400000,Villa Santa Rita
51113098,$,600000,Palermo
51217393,USD,870,Colegiales
51274340,USD,990,Retiro
51204801,USD,400,Colegiales
51259441,USD,2000,Belgrano
51412960,$,500000,Belgrano
51381597,$,390000,Caballito
51402989,$,1100,Palermo
51541167,USD,3500,Palermo
51907142,USD,850,Villa Urquiza
51948690,$,340000,Caballito
51834053,USD,1000,Villa Crespo
52121438,USD,500,Palermo
52128391,$,600000,Coghlan
52162216,USD,600,Palermo
53119475,$,450000,Belgrano
53109035,$,330000,Belgrano
52965173,$,550000,Villa Urquiza
53067406,$,550000,Villa Urquiza
52912435,$,550000,Palermo
53120236,USD,1500,Belgrano
53120357,$,340000,Recoleta
51103898,USD,2850,Puerto Madero
50095498,$,650000,Palermo
49884886,$,0,Parque Patricios
41192116,$,150000,Balvanera
45618429,$,210000,Centro / Microcentro
52824271,USD,0,Parque Patricios
52824272,USD,0,Parque Patricios
53032266,$,250000,Almagro
53032273,$,250000,Almagro
53004244,$,250000,Caballito
53115924,$,480000,Boedo
53001568,$,280000,Caballito
53055841,USD,550,Villa Devoto
53055871,$,340000,Floresta
53059677,$,500000,La Paternal
53059680,USD,800,Colegiales
53060150,$,450000,Boedo
53058238,$,400,Parque Chacabuco
53058817,$,350,Palermo
53107720,$,650000,Villa Pueyrredón
53110022,USD,500,Recoleta
53110074,$,250000,Caballito
53107829,$,290000,Villa Crespo
53110128,USD,350,Belgrano
53108025,$,260000,Belgrano
53108186,$,350000,Boedo
53108478,USD,300,Palermo
53108638,$,250000,Pompeya
53108750,$,300000,Pompeya
53108847,USD,345,Belgrano
53106993,$,280000,Villa Crespo
53092043,$,490000,Barrio Norte
53090928,$,670000,Belgrano
53096459,USD,300,Belgrano
53091684,$,200000,San Cristobal
53082957,USD,1500,Palermo
53081856,USD,400,Palermo
53081870,$,180000,Once
53082069,$,550000,Belgrano
53104937,USD,350,Recoleta
53109879,$,600,Palermo
53111071,USD,850,Palermo
52814939,$,220000,Belgrano
53111101,$,300000,Congreso
53109818,USD,300,Saavedra
53111036,$,450000,Núñez
52947641,$,750000,Retiro
52837030,$,340000,Recoleta
53074521,$,450000,Villa Urquiza
53111708,$,650000,Recoleta
53112111,$,479000,Balvanera
53085255,USD,400,Balvanera
53084872,USD,1700,Palermo
53087905,USD,600,Barrio Norte
53050627,$,250000,Balvanera
53068825,$,450000,Belgrano
53077476,$,700000,Villa Crespo
53063582,$,230000,Parque Avellaneda
53079366,USD,380,Flores
53095615,$,630000,Villa Devoto
53095647,$,320000,Villa Crespo
53086863,$,800000,Belgrano
53085009,$,350,Congreso
53085019,USD,750,Palermo
53072004,$,300000,Villa Luro
53090267,USD,650,Congreso
53095599,USD,500,Palermo
53078457,$,290000,Caballito
53063451,USD,675,Barrio Norte
53063487,$,450000,Balvanera
53063356,USD,450,Recoleta
52866381,USD,400,San Telmo
52909128,USD,500,Monserrat
52909538,$,343500,Recoleta
52901836,USD,750,Belgrano
52902001,USD,400,Tribunales
52902261,$,280000,Flores
52903284,USD,800,Palermo
52916114,USD,2500,Palermo
52916180,$,300000,Villa Devoto
52916285,$,320000,Monte Castro
52908514,$,450000,Villa Urquiza
52861831,$,400000,Villa Devoto
52836692,$,450000,Caballito
52844153,$,350000,Monte Castro
52823598,$,250000,Abasto
52804752,$,340000,Barrio Norte
52658052,$,600000,Almagro
52823552,$,380000,Balvanera
52823711,USD,1500,Villa Crespo
52823615,$,400000,Recoleta
53111009,$,680000,Chacarita
53104200,$,650000,Palermo
53102140,USD,400,Barrio Norte
53090961,$,350000,Belgrano
53096584,USD,550,Palermo
53096835,$,350000,La Paternal
53097177,$,400000,Belgrano
53097310,$,265000,San Cristobal
53097530,USD,1000,Palermo
53094698,$,800000,Once
53094737,$,450000,Caballito
53097634,$,430000,Constitución
53097729,USD,500,Villa Urquiza
53097800,$,440000,Villa Luro
53093362,$,450000,San Nicolás
53093848,USD,650,Barrio Norte
53094189,USD,600,Villa Crespo
53094210,$,360000,Villa Devoto
53094306,$,350000,Parque Centenario
53098963,$,380000,Saavedra
53119475,$,450000,Belgrano
53109035,$,330000,Belgrano
52965173,$,550000,Villa Urquiza
53067406,$,550000,Villa Urquiza
52912435,$,550000,Palermo
53120236,USD,1500,Belgrano
53120357,$,340000,Recoleta
51103898,USD,2850,Puerto Madero
50095498,$,650000,Palermo
49884886,$,0,Parque Patricios
41192116,$,150000,Balvanera
45618429,$,210000,Centro / Microcentro
52824271,USD,0,Parque Patricios
52824272,USD,0,Parque Patricios
53032266,$,250000,Almagro
53032273,$,250000,Almagro
53004244,$,250000,Caballito
53115924,$,480000,Boedo
53119475,$,450000,Belgrano
53109035,$,330000,Belgrano
52965173,$,550000,Villa Urquiza
53067406,$,550000,Villa Urquiza
52912435,$,550000,Palermo
53120236,USD,1500,Belgrano
53120357,$,340000,Recoleta
51103898,USD,2850,Puerto Madero
50095498,$,650000,Palermo
49884886,$,0,Parque Patricios
41192116,$,150000,Balvanera
45618429,$,210000,Centro / Microcentro
52824271,USD,0,Parque Patricios
52824272,USD,0,Parque Patricios
53032266,$,250000,Almagro
53032273,$,250000,Almagro
53004244,$,250000,Caballito
53115924,$,480000,Boedo
53119475,$,450000,Belgrano
53109035,$,330000,Belgrano
52965173,$,550000,Villa Urquiza
53067406,$,550000,Villa Urquiza
52912435,$,550000,Palermo
53120236,USD,1500,Belgrano
53120357,$,340000,Recoleta
51103898,USD,2850,Puerto Madero
50095498,$,650000,Palermo
49884886,$,0,Parque Patricios
41192116,$,150000,Balvanera
45618429,$,210000,Centro / Microcentro
52824271,USD,0,Parque Patricios
52824272,USD,0,Parque Patricios
53032266,$,250000,Almagro
53032273,$,250000,Almagro
53004244,$,250000,Caballito
53115924,$,480000,Boedo
53119475,$,450000,Belgrano
53109035,$,330000,Belgrano
52965173,$,550000,Villa Urquiza
53067406,$,550000,Villa Urquiza
52912435,$,550000,Palermo
53120236,USD,1500,Belgrano
53120357,$,340000,Recoleta
51103898,USD,2850,Puerto Madero
50095498,$,650000,Palermo
49884886,$,0,Parque Patricios
41192116,$,150000,Balvanera
45618429,$,210000,Centro / Microcentro
52824271,USD,0,Parque Patricios
52824272,USD,0,Parque Patricios
53032266,$,250000,Almagro
53032273,$,250000,Almagro
53004244,$,250000,Caballito
53115924,$,480000,Boedo
53117000,$,300000,Recoleta
53116676,USD,300,Palermo
50260110,$,330000,Caballito
52988672,$,530000,Villa Crespo
53116560,$,260000,Villa Pueyrredón
53116799,USD,750,Villa Pueyrredón
50995792,USD,400,Palermo
53118152,$,340000,Palermo
53110324,USD,2200,San Nicolás
53104620,$,440000,Palermo
53012895,$,400000,Chacarita
53118271,$,280000,Monserrat
52840157,$,149000,Boedo
53118464,USD,700,Barracas
53118522,$,450000,Parque Chacabuco
52959234,USD,850,Belgrano
53103208,$,390000,Villa Devoto
53035431,USD,550,Barrio Norte
52956740,$,850000,Belgrano
53024299,$,350000,Almagro
53075350,$,430000,Caballito
53083623,$,450000,Villa Pueyrredón
53081268,USD,350,Palermo
53079646,USD,500,Chacarita
53081267,$,290000,Barrio Norte
53082427,$,370000,Balvanera
53079731,USD,500,Recoleta
53082502,$,400000,Villa Ortuzar
52978452,$,450000,Villa Crespo
52981255,$,300000,Villa Devoto
52985060,$,510000,Belgrano
52981349,$,600000,Abasto
52972634,USD,1000,Recoleta
53073759,USD,450,Palermo
53074173,USD,650,Palermo
53069296,$,400,Belgrano
53070957,USD,500,Barrio Norte
53049649,USD,500,Barracas
53056081,$,450000,Caballito
53067255,USD,300,Recoleta
53063819,USD,930,Palermo
53063822,$,250000,La Boca
53063874,USD,1500,Palermo
53064259,$,320000,Balvanera
53064685,$,380000,Palermo
53064721,$,450000,Núñez
53048949,USD,850,Palermo
53049169,$,300000,Balvanera
53049192,$,498000,Belgrano
53049335,$,0,Belgrano
53049360,$,375000,Mataderos
53049515,$,280000,Villa Urquiza
53049522,USD,1000,Villa Urquiza
53049575,Pesos,200000,San Cristobal
53056329,USD,700,Núñez
52850781,USD,600,Palermo
52851676,$,350000,Villa Pueyrredón
52848838,USD,50,Recoleta
52851710,USD,500,Retiro
52851594,$,330000,Caballito
52611134,$,550000,Parque Patricios
52611151,USD,1700,Recoleta
52621486,$,399999,Belgrano
52617948,$,1100,Belgrano
52647539,USD,0,Belgrano
53034228,$,280000,Balvanera
53034527,$,560000,Núñez
53034634,USD,550,Centro / Microcentro
53034651,USD,550,Centro / Microcentro
53034661,$,450000,Barrio Norte
53034702,$,230000,Balvanera
53034761,USD,450,Belgrano
53034768,$,450000,Floresta
53034983,USD,500,Almagro
53035004,$,500000,Almagro
53035019,$,800000,Núñez
53035036,USD,330000,Retiro
53035091,$,350000,Monserrat
53035124,$,400000,Almagro
53035126,USD,400,Belgrano
52989076,$,270000,Pompeya
52999050,$,350000,Recoleta
52999776,USD,1000,Barrio Norte
53000013,$,350000,Congreso
52958440,USD,520,Núñez
52958790,$,300000,La Paternal
52997627,$,320000,Chacarita
52998537,$,260000,Colegiales
52991028,USD,850,Belgrano
52991800,$,430000,Caballito
52645782,$,170000,Congreso
52596158,$,0,Puerto Madero
52793738,$,1199000,Núñez
52793937,$,430000,Balvanera
52794605,$,0,Palermo
52790272,$,350000,Villa Luro
52772570,USD,700,Palermo
52831511,$,350000,Villa Crespo
52838340,$,0,Núñez
52831773,USD,350,Saavedra
53110597,USD,450,Villa General Mitre
53092344,$,530000,Parque Chacabuco
52998152,$,450000,Palermo
53112201,$,350000,Belgrano
53082188,$,250000,Tribunales
53109002,USD,1300,Palermo
52770338,USD,400,Mataderos
52906890,$,390000,San Cristobal
53034554,$,260000,Belgrano
53115150,$,450000,Villa Urquiza
53025239,$,300000,Villa Urquiza
49462202,$,350000,Palermo
53114516,$,395000,Palermo
53052725,USD,649,Caballito
53025803,$,300000,Flores
53114568,$,330000,Belgrano
53114961,$,260000,Caballito
52918616,USD,450,Monserrat
52911386,$,550000,Recoleta
52993699,USD,2500,Puerto Madero
53119475,$,450000,Belgrano
53109035,$,330000,Belgrano
52965173,$,550000,Villa Urquiza
53067406,$,550000,Villa Urquiza
52912435,$,550000,Palermo
53120236,USD,1500,Belgrano
53120357,$,340000,Recoleta
51103898,USD,2850,Puerto Madero
50095498,$,650000,Palermo
49884886,$,0,Parque Patricios
41192116,$,150000,Balvanera
45618429,$,210000,Centro / Microcentro
52824271,USD,0,Parque Patricios
52824272,USD,0,Parque Patricios
53032266,$,250000,Almagro
53032273,$,250000,Almagro
53004244,$,250000,Caballito
53115924,$,480000,Boedo
53119475,$,450000,Belgrano
53109035,$,330000,Belgrano
52965173,$,550000,Villa Urquiza
53067406,$,550000,Villa Urquiza
52912435,$,550000,Palermo
53120236,USD,1500,Belgrano
53120357,$,340000,Recoleta
51103898,USD,2850,Puerto Madero
50095498,$,650000,Palermo
49884886,$,0,Parque Patricios
41192116,$,150000,Balvanera
45618429,$,210000,Centro / Microcentro
52824271,USD,0,Parque Patricios
52824272,USD,0,Parque Patricios
53032266,$,250000,Almagro
53032273,$,250000,Almagro
53004244,$,250000,Caballito
53115924,$,480000,Boedo
53119475,$,450000,Belgrano
53109035,$,330000,Belgrano
52965173,$,550000,Villa Urquiza
53067406,$,550000,Villa Urquiza
52912435,$,550000,Palermo
53120236,USD,1500,Belgrano
53120357,$,340000,Recoleta
51103898,USD,2850,Puerto Madero
50095498,$,650000,Palermo
49884886,$,0,Parque Patricios
41192116,$,150000,Balvanera
45618429,$,210000,Centro / Microcentro
52824271,USD,0,Parque Patricios
52824272,USD,0,Parque Patricios
53032266,$,250000,Almagro
53032273,$,250000,Almagro
53004244,$,250000,Caballito
53115924,$,480000,Boedo
53091540,USD,400,San Cristobal
53091659,USD,380,Palermo
53097612,USD,600,Belgrano
53097618,USD,500,Recoleta
53097711,USD,850,Almagro
53097731,USD,400,Recoleta
53006537,USD,800,Caballito
53007287,$,650000,Núñez
53007422,USD,500,Belgrano
53007687,$,350,Palermo
53014899,$,450000,Palermo
53025145,$,400000,Belgrano
53025367,$,350000,Flores
53025378,USD,300,Caballito
53026090,$,450000,Recoleta
53026122,USD,400,Palermo
53026158,$,350000,Almagro
53027140,$,0,Palermo
53027156,$,400000,Palermo
53027443,$,340000,Belgrano
53119475,$,450000,Belgrano
53109035,$,330000,Belgrano
52965173,$,550000,Villa Urquiza
53067406,$,550000,Villa Urquiza
52912435,$,550000,Palermo
53120236,USD,1500,Belgrano
53120357,$,340000,Recoleta
51103898,USD,2850,Puerto Madero
50095498,$,650000,Palermo
49884886,$,0,Parque Patricios
41192116,$,150000,Balvanera
45618429,$,210000,Centro / Microcentro
52824271,USD,0,Parque Patricios
52824272,USD,0,Parque Patricios
53032266,$,250000,Almagro
53032273,$,250000,Almagro
53004244,$,250000,Caballito
53115924,$,480000,Boedo
53119475,$,450000,Belgrano
53109035,$,330000,Belgrano
52965173,$,550000,Villa Urquiza
53067406,$,550000,Villa Urquiza
52912435,$,550000,Palermo
53120236,USD,1500,Belgrano
53120357,$,340000,Recoleta
51103898,USD,2850,Puerto Madero
50095498,$,650000,Palermo
49884886,$,0,Parque Patricios
41192116,$,150000,Balvanera
45618429,$,210000,Centro / Microcentro
52824271,USD,0,Parque Patricios
52824272,USD,0,Parque Patricios
53032266,$,250000,Almagro
53032273,$,250000,Almagro
