ID,CURRENCY,AMOUNT,LOCATION
42803508,USD,700,Núñez
42859093,$,600000,Palermo
42889914,$,185000,Congreso
42904524,$,350000,Villa Luro
42912447,$,400000,Villa Urquiza
43462361,$,390000,Villa Pueyrredón
43503858,$,300000,Congreso
43512511,USD,650,Núñez
43526039,$,350000,Villa del Parque
50434192,USD,799,Barrio Norte
50397853,USD,650,Barrio Norte
50664789,$,300000,Villa Luro
50633646,USD,5000,Puerto Madero
50688763,USD,1100,San Telmo
50682213,$,400000,Congreso
50679891,USD,11000,Palermo
52805321,USD,800,Colegiales
52805382,$,350000,Villa del Parque
52798172,$,220000,Liniers
52798431,USD,1000,Villa Crespo
52806456,USD,1800,Puerto Madero
52781827,$,220000,Constitución
52807929,USD,450,Palermo
52813591,$,500,Núñez
52808650,$,215000,Congreso
52974218,$,400000,San Telmo
52974430,$,350000,Floresta
52977246,$,300000,Recoleta
52977289,$,450000,Balvanera
52977368,$,280000,Belgrano
52975146,$,300000,Villa Luro
52975204,$,298000,Flores
52977833,USD,550,Palermo
52966266,$,2450000,Belgrano
52977883,$,320000,Villa Devoto
52969745,USD,400,Colegiales
51162923,USD,500,Belgrano
50981176,USD,800,Villa Devoto
51015544,USD,2500,Puerto Madero
50987414,$,400000,Palermo
51055937,USD,1000,Colegiales
51082120,$,2000,Recoleta
51030310,$,400000,Palermo
51128926,USD,6000,Palermo
51131350,USD,1350,Puerto Madero
51071284,USD,5000,Puerto Madero
50981935,$,780000,Almagro
51079484,$,320000,Recoleta
51015025,USD,850,Palermo
50999727,$,500000,Villa del Parque
50966109,$,530000,Belgrano
50966240,$,530000,Belgrano
50968985,$,750000,Caballito
51663746,USD,4500,Belgrano
51707038,USD,3900,Palermo
51675270,USD,1500,Belgrano
50950408,USD,7000,Recoleta
46500433,$,650000,San Telmo
46648628,$,0,Puerto Madero
46571536,$,600000,Belgrano
46575006,$,245000,Balvanera
46719145,USD,0,Recoleta
46902668,USD,8550,Belgrano
46927134,USD,1200,Coghlan
46927297,USD,1200,Belgrano
46547833,$,265000,San Cristobal
46559753,USD,550,Palermo
49300727,USD,4800,Belgrano
49283636,$,350000,Caballito
49310795,USD,600,Retiro
49407875,USD,9500,Belgrano
48344723,USD,2100,Palermo
48347336,$,260000,Caballito
48349876,$,350000,Villa Devoto
48353304,USD,7500,Palermo
48380765,USD,3500,Recoleta
52795874,$,290000,Villa General Mitre
52788718,USD,500,Palermo
52788801,USD,550,Palermo
52789559,USD,450,Belgrano
52789597,USD,1200,Recoleta
52789999,$,400000,Barrio Norte
52769985,USD,850,San Telmo
52771765,USD,690,Recoleta
52771828,USD,690,Barrio Norte
52772345,USD,1500,Núñez
52772604,USD,600,Palermo
52772748,USD,550,Palermo
52772761,USD,4500,Palermo
52772850,$,350000,Flores
52773864,$,450000,Parque Patricios
52790976,USD,4500,Puerto Madero
52783159,USD,650,Palermo
52792186,USD,6000,Puerto Madero
52783810,USD,700,Recoleta
52783826,$,280000,Villa Pueyrredón
52880263,USD,650,Recoleta
52880323,USD,700,Villa Urquiza
52880483,USD,420,Palermo
52880540,$,280000,Boedo
52880571,USD,920,Palermo
52880736,$,400000,Palermo
52881386,$,300000,Villa Pueyrredón
52881458,$,500000,Belgrano
52881563,$,600000,Once
52881739,USD,2800,Versalles
52871893,$,240000,Monserrat
52872025,USD,580,Barrio Norte
52872084,$,400000,Floresta
52872120,$,250000,Belgrano
52872172,USD,700,Saavedra
52872447,$,650000,Caballito
52872460,$,600000,Colegiales
52872585,$,480000,Caballito
52872915,$,380000,Congreso
52873123,$,300000,Villa del Parque
52948752,$,330000,Caballito
52948882,$,370000,Monte Castro
52948939,USD,700,Congreso
52936179,USD,9500,Palermo
52936201,$,400000,Parque Centenario
52936431,$,260000,Balvanera
52949465,$,280000,Belgrano
52949528,$,300000,Recoleta
52949546,$,380000,Flores
52936699,USD,1300,Puerto Madero
52940374,$,320000,Flores
52937001,USD,1100,Recoleta
52937026,$,610000,Palermo
52937031,$,320000,La Paternal
52933508,$,300000,Flores
52937905,USD,7500,Palermo
52933754,$,525000,Palermo
52934305,USD,1200,Palermo
52934570,USD,1350,Belgrano
52934618,$,450000,Villa Crespo
52981763,$,550000,Almagro
52985829,$,470000,Núñez
52985833,USD,3000,Belgrano
52982093,$,700000,Palermo
52985968,$,195000,Centro / Microcentro
52986091,USD,1500,Barrio Norte
52986092,USD,1500,Recoleta
52982298,USD,250,Recoleta
52982327,$,250000,Flores
52986200,$,3200000,Barrio Norte
52986213,$,4000000,Palermo
52982671,$,450000,Monserrat
52986307,$,600000,Once
52986349,$,600000,Once
52986352,$,600000,Balvanera
52978435,USD,400,Caballito
52966705,USD,450,Palermo
52969972,$,240000,Villa Urquiza
52969951,$,400000,Floresta
52969945,$,800000,Parque Chacabuco
52922542,$,450000,Barrio Norte
52922582,$,250000,Almagro
52922594,$,1000000,Villa Pueyrredón
52922675,$,550000,Caballito
52922683,USD,800,Parque Chacabuco
52922796,USD,250,Villa Crespo
52922956,$,400000,Balvanera
52923110,$,600000,Recoleta
52923183,$,620000,Caballito
52923201,$,500000,Villa Urquiza
52923240,USD,450,Recoleta
52923286,USD,1200,Recoleta
52923351,$,300000,La Paternal
52923422,$,300000,Palermo
52923536,USD,700,Recoleta
52923721,$,375000,Villa Crespo
52923773,USD,500,Recoleta
52923816,$,800000,Villa Pueyrredón
52923866,$,220000,Once
52923937,USD,800,Belgrano
52981475,$,450000,Parque Chacabuco
53046911,USD,800,Palermo
52991829,USD,650,Palermo
53092047,USD,599,Palermo
53077440,$,1320000,Palermo
52789008,USD,350,Palermo
53079769,$,3300000,Palermo
52892749,USD,500,Recoleta
53118266,$,700000,Flores
52956275,USD,230,San Nicolás
53003098,$,700000,Barrio Norte
53087619,$,465000,Villa Pueyrredón
52551046,$,2800000,Barrio Norte
52937887,USD,400,Palermo
52951495,$,500000,Villa del Parque
52988279,USD,400,Palermo
53020261,USD,5000,Puerto Madero
53031106,$,595000,Palermo
53096740,USD,550,Palermo
50786346,$,320000,Núñez
48060656,$,350000,Abasto
48274362,$,700000,Palermo
48491566,$,450000,Almagro
49066341,$,750,Palermo
49017958,USD,300,Villa Crespo
49018129,USD,1500,Núñez
49036812,USD,650,Retiro
48916778,$,1100000,Villa Devoto
48919478,USD,600,Belgrano
49984079,$,500000,Belgrano
49984691,USD,7000,Puerto Madero
49969528,USD,2500,Recoleta
50674926,$,200000,Constitución
50325157,$,600000,Belgrano
50353568,$,500000,Almagro
50366123,USD,650,Barrio Norte
50061821,USD,5000,Palermo
50064346,USD,500,Congreso
50080192,$,340000,Belgrano
50506951,USD,1280,Recoleta
52741137,$,380000,Recoleta
52728000,USD,300,Villa Urquiza
52722108,USD,900,Palermo
52665981,USD,1100,Palermo
52661609,$,225000,Parque Patricios
52680683,$,260000,Liniers
52695125,USD,450,Villa Urquiza
52712505,$,275000,Centro / Microcentro
52702749,USD,1000,Belgrano
52710849,USD,1300,Villa Crespo
52702541,USD,2600,Belgrano
52703340,$,400000,Villa Urquiza
52739611,USD,680,Palermo
52711552,$,550000,Villa Urquiza
52637323,$,210000,Almagro
52653499,USD,2000,Núñez
52653763,$,450000,Centro / Microcentro
52686805,USD,0,Recoleta
52659002,$,350000,Villa Crespo
52666954,$,400,Palermo
53070045,$,250000,Almagro
52873474,USD,1300,Belgrano
53111526,USD,1000,Núñez
52463805,USD,3700,Puerto Madero
53087297,USD,7500,Belgrano
50569641,USD,1800,Puerto Madero
52767761,USD,900,Palermo
52930762,USD,600,Saavedra
52459340,USD,2800,Puerto Madero
53094483,$,550000,Recoleta
51651308,USD,1200,Barrio Norte
53031025,USD,400,Recoleta
53096004,$,300000,Almagro
53085453,USD,3200,Barrio Norte
47493127,$,850000,Belgrano
53021476,$,600000,Belgrano
53092760,$,1100000,Belgrano
48813707,USD,3600,Puerto Madero
48995595,USD,4200,Puerto Madero
53082565,$,700000,Villa Urquiza
53000585,USD,400,Palermo
52958956,$,350000,Flores
52959017,USD,470,Caballito
52997289,$,450000,San Nicolás
52997383,$,360000,Caballito
52997426,$,800000,Villa del Parque
52997462,$,450000,Villa Urquiza
52997527,$,300000,Belgrano
52997780,$,650000,Caballito
52997826,$,375000,Villa Urquiza
52997941,USD,1850,Palermo
52997963,$,320000,Parque Avellaneda
52998015,USD,600,Belgrano
52998146,$,350000,Mataderos
52998148,USD,700,Núñez
52998154,USD,1500,Palermo
52998159,$,450000,Villa del Parque
52998180,$,280000,Flores
52998218,USD,2500,Recoleta
52998253,$,150000,Parque Chacabuco
52120872,USD,3000,Recoleta
52820795,USD,3000,Palermo
53084060,USD,5000,Palermo
52911097,$,350000,Caballito
53013161,$,280000,La Paternal
50838270,USD,4300,Palermo
53073523,USD,850,Belgrano
53116805,$,350000,Recoleta
53038555,$,350000,San Nicolás
52931930,USD,250,La Paternal
53119892,USD,650,Núñez
52947497,$,400000,Palermo
48680687,USD,3600,Puerto Madero
53025979,$,320000,Caballito
53059815,$,550000,Barrio Norte
52963250,$,350000,Palermo
53113431,USD,600,Villa Luro
52990986,USD,700,Núñez
52963297,$,650000,Flores
53112039,USD,600,Retiro
48392667,USD,800,Palermo
48441433,USD,4000,Puerto Madero
49306787,$,340000,Villa Urquiza
49407893,USD,9500,Belgrano
49407965,USD,6800,Belgrano
49409283,USD,4000,Puerto Madero
49422993,USD,3000,Belgrano
47257182,USD,250,Palermo
47178991,$,370000,Villa Urquiza
47284565,USD,1000,Palermo
47357975,USD,4600,Belgrano
47382014,$,350000,Tribunales
47393673,USD,400,Palermo
47596231,$,380000,Villa Devoto
47563279,$,800000,Recoleta
47450430,USD,4500,Recoleta
47517766,$,1200000,Balvanera
47769130,$,350000,Palermo
48137967,$,215000,Villa Devoto
47798123,USD,2500,Recoleta
53096598,USD,2200,Palermo
53077111,$,320000,Villa Luro
53017165,USD,5500,Puerto Madero
53009385,USD,700,Palermo
52922029,$,320000,Belgrano
53029550,$,280000,La Paternal
53039824,USD,550,Belgrano
53054177,USD,400,San Telmo
50948717,USD,2700,Puerto Madero
52992050,USD,850,Belgrano
53090959,$,700000,Palermo
52558989,$,900000,Núñez
52914756,USD,600,Palermo
53096525,$,300000,Flores
53026188,USD,520,Belgrano
53021640,$,280000,Villa Pueyrredón
53021455,$,1300000,Villa Urquiza
53112159,$,180000,Liniers
52991220,USD,1500,Belgrano
53112634,$,600000,Villa Crespo
52903301,$,420000,Barracas
52906963,USD,500,Villa Urquiza
52907123,USD,1000,Recoleta
52907267,USD,700,Palermo
52907317,$,250000,Retiro
52907352,$,500000,Núñez
52907388,$,270000,Monserrat
52907588,USD,400,San Telmo
52907657,USD,1000,Palermo
52907660,$,400000,Saavedra
52915683,$,450000,Belgrano
52907736,$,320000,Caballito
52915887,$,220000,Centro / Microcentro
52916148,$,300000,Saavedra
52908231,$,370000,Saavedra
52916201,$,380000,Palermo
52908284,$,600000,Belgrano
52916981,USD,2500,Palermo
52917121,USD,495,Barrio Norte
52917167,USD,1500,Palermo
52541657,$,550000,Recoleta
52374116,USD,600,Belgrano
52374364,USD,750,Belgrano
52374492,USD,750,Belgrano
52375068,USD,0,Palermo
52376879,USD,1000,Palermo
52426570,$,299000,Villa Devoto
52427516,USD,600,Boedo
52369659,USD,450,Palermo
52369679,$,700000,Mataderos
52369777,USD,0,Puerto Madero
52561432,USD,1200,Recoleta
52468346,$,390000,Villa Devoto
52563032,$,550000,Flores
52444900,USD,500,Palermo
52448818,USD,3000,Barrio Norte
52420614,USD,4500,Puerto Madero
52444208,USD,2500,Caballito
52561661,USD,450,Palermo
52553871,USD,1100,Caballito
52873127,$,300000,Villa del Parque
52873226,$,260000,Balvanera
52873484,USD,2200,Puerto Madero
52873734,$,550000,Villa Pueyrredón
52873828,USD,5000,Belgrano
52873859,USD,1700,Barrio Norte
52873892,$,300000,Caballito
52873904,$,450000,Coghlan
52866782,$,650000,Núñez
52866946,$,240000,Villa del Parque
52867885,$,450000,Villa Urquiza
52868588,$,300000,Caballito
52868762,USD,900,Belgrano
52868293,$,320000,Villa Pueyrredón
52868307,$,290000,Villa del Parque
52908670,$,550000,Monte Castro
52908707,$,460000,Barrio Norte
52908730,$,290000,Barracas
52908790,$,420000,Villa Urquiza
52908850,$,250000,Flores
52923951,USD,1200,Palermo
52924031,USD,480,Belgrano
52924034,$,1100000,Belgrano
52924045,USD,600,Palermo
52924076,$,500000,Balvanera
52924087,$,800000,Caballito
52924105,USD,2400,Puerto Madero
52924107,$,400000,San Cristobal
52924136,$,250000,Balvanera
52924140,$,500000,Colegiales
52952024,$,350000,Villa Devoto
52952027,$,350000,Villa Devoto
52948267,$,260000,Flores
52948342,$,400000,Núñez
52952229,$,320000,Villa Santa Rita
52948578,$,600000,Almagro
52948596,USD,2000,Puerto Madero
52948689,$,420000,Boedo
52948701,USD,250,San Telmo
52948729,$,330000,Caballito
49213442,USD,6000,Belgrano
49221051,$,250000,Villa Urquiza
49228998,USD,1200,Centro / Microcentro
49169149,$,650000,Belgrano
49178232,$,250000,Villa Urquiza
49340107,$,990000,Belgrano
49346120,USD,8000,Puerto Madero
49497574,$,300000,Villa Urquiza
49445921,USD,1100,Puerto Madero
49446703,USD,3500,Retiro
47207061,$,390000,Palermo
47210004,$,350000,Villa Urquiza
47226005,USD,10000,Belgrano
47294495,USD,700,Núñez
47312713,$,360000,Barrio Norte
47145592,USD,800,Recoleta
47156854,$,500000,Recoleta
47158739,$,450000,Once
47166057,$,350000,Parque Centenario
47096105,USD,450,Belgrano
52977694,USD,600,Colegiales
52969265,USD,550,Belgrano
52977771,$,550000,Recoleta
52977773,USD,800,Belgrano
52975225,$,215000,Floresta
52969565,$,500000,Villa Crespo
52978194,$,300000,Barracas
52979839,USD,900,Palermo
52979886,USD,500,Palermo
52979944,USD,4000,Puerto Madero
52981460,$,325000,Villa Crespo
52981501,USD,350,Caballito
52981768,USD,600,Caballito
52985503,USD,1300,Belgrano
52985550,$,290000,Villa del Parque
52981870,$,400000,Villa Urquiza
52982049,USD,695,Palermo
52986327,$,720000,Balvanera
52967054,$,230000,Floresta
52967082,USD,1300,Belgrano
52522051,USD,900,Balvanera
52513362,$,380000,Flores
52513490,USD,2000,Palermo
52514032,USD,2000,Recoleta
52514230,USD,700,Palermo
52515525,$,300000,Flores
52575183,$,210000,Villa Luro
52575246,$,380000,Retiro
52576038,$,5900000,Palermo
52578058,$,1100000,Belgrano
52585310,$,750000,Barrio Norte
52585815,$,399000,Barrio Norte
52586685,$,260000,Recoleta
52579268,USD,2400,Palermo
52565192,$,450000,Villa Soldati
52580192,USD,500,Belgrano
52580350,USD,400,Parque Chacabuco
52592600,$,490000,Villa Urquiza
52571813,$,5500000,Palermo
52583240,USD,1100,Puerto Madero
52954133,$,250000,Almagro
52954137,USD,1000,Chacarita
52954225,$,250000,Floresta
52954273,$,370000,Centro / Microcentro
52954430,USD,1000,Chacarita
52917807,USD,1200,Núñez
52917813,$,310000,Palermo
52917946,$,300000,Almagro
52918015,$,150000,Belgrano
52918028,$,420000,Belgrano
52954913,USD,550,Palermo
52910795,USD,500,Villa Pueyrredón
52910843,$,250000,Floresta
52910855,$,320000,Palermo
52910887,USD,2500,Caballito
52910930,USD,650,Recoleta
52910937,USD,2250,Belgrano
52911085,$,300000,Villa General Mitre
52911128,$,380000,Villa Crespo
52911193,USD,550,Palermo
52999455,$,260000,Flores
52999547,USD,1000,Flores
52999810,USD,25,Almagro
52999828,USD,2300,Puerto Madero
52999886,USD,280,Caballito
52999931,USD,1800,Puerto Madero
52999952,USD,2550,Belgrano
52999955,USD,5580,Belgrano
52999963,USD,850,Belgrano
52999967,USD,1250,Palermo
52999979,USD,2600,Belgrano
52999993,USD,2600,Puerto Madero
53000031,USD,400,Belgrano
53000156,USD,800,Villa Devoto
53000260,$,350000,Retiro
53000300,USD,2400,Belgrano
53000393,USD,550,San Telmo
53000409,$,300000,Caballito
53000500,$,280000,Monte Castro
53000519,USD,700,Palermo
53026546,USD,820,Belgrano
52843128,USD,300,Villa Devoto
53117111,USD,800,Belgrano
53092383,$,400000,Palermo
53101695,$,380000,Palermo
52852815,$,700000,Palermo
53116990,$,320000,Villa Ortuzar
53018667,$,300000,Villa Urquiza
52572678,$,1500000,Núñez
53052389,$,550000,Balvanera
53037263,USD,700,Palermo
52969622,$,300000,Villa General Mitre
53014919,USD,1150,Palermo
52923493,USD,900,Retiro
52842402,USD,6000,Belgrano
52956176,$,350000,Colegiales
52323974,USD,600,Retiro
52044241,USD,500,Puerto Madero
52866594,USD,480,Villa Crespo
53029761,$,710000,Recoleta
51589835,$,450000,Congreso
51612980,USD,400,Recoleta
51485228,USD,1000,Palermo
51500645,$,500000,Palermo
51493374,USD,1700,Palermo
51562892,USD,1000,Núñez
51565775,USD,11000,Belgrano
51572550,USD,1500,Palermo
51573640,USD,650,Palermo
51558601,USD,1400,Palermo
51567217,USD,1800,Puerto Madero
51412820,USD,700,Belgrano
51470613,USD,9000,Núñez
51453004,USD,1200,Villa Crespo
51470741,USD,1500,Recoleta
51470759,USD,4000,Retiro
51378802,USD,1350,Palermo
51273168,USD,6500,Palermo
51281819,$,350000,Villa Lugano
51281825,$,270000,Flores
52676008,USD,3000,Palermo
52683675,$,360000,Villa del Parque
52697479,USD,1000,Recoleta
52697651,USD,600,Villa Crespo
52678876,USD,2400,Palermo
52656345,$,450000,Belgrano
52656888,USD,5300,Barrio Norte
52685738,USD,1150,Palermo
52685859,USD,0,Belgrano
52687514,$,790000,Palermo
52684431,$,230000,Palermo
52681757,$,1100,Palermo
52695186,USD,2900,Belgrano
52710684,$,450000,Palermo
52680857,USD,500,Barracas
52683506,USD,600,Palermo
52691434,$,260000,Belgrano
52693265,USD,2,Palermo
52593158,$,0,Puerto Madero
52593323,$,260000,Almagro
52984140,$,900000,Recoleta
53103188,$,500000,Belgrano
52966581,USD,1500,Recoleta
53070228,USD,1378,Palermo
52953268,USD,350,Coghlan
52591592,USD,3500,Belgrano
53084056,USD,1200,Palermo
52899363,$,350000,Saavedra
53107283,$,300000,Villa del Parque
52961286,$,780000,Almagro
53089028,$,800000,Caballito
53074086,USD,1000,Núñez
52874589,$,270000,Almagro
53073558,USD,800,Palermo
53060889,$,330000,La Boca
52957078,USD,1200,Palermo
53055984,USD,3300,Puerto Madero
53112475,$,220000,Flores
53110630,USD,250,Palermo
53100881,$,700000,Núñez
52676814,USD,1500,Belgrano
52767233,$,280000,Boedo
52767704,$,0,Barrio Norte
52757349,USD,800,Barrio Norte
52757752,USD,4000,Belgrano
52848176,$,350000,San Telmo
52843776,$,300000,Villa Real
52854875,$,320000,Villa Devoto
52857160,USD,1200,Palermo
52857162,USD,900,Palermo
52826859,$,320000,Chacarita
52829393,$,450000,Villa Urquiza
52848291,$,350000,Villa Pueyrredón
52846555,$,420000,Villa Urquiza
52848338,$,300000,Flores
52855018,$,250000,Velez Sarsfield
52825279,$,400000,Belgrano
52837688,USD,450,San Nicolás
52842317,$,600000,Caballito
52848329,$,410000,Villa Crespo
52990238,USD,1650,Recoleta
53001303,$,550000,Villa Urquiza
53075142,USD,3000,Puerto Madero
53096037,$,450000,San Nicolás
53116619,$,297000,Mataderos
53074326,USD,1000,Caballito
53063098,$,400000,Villa Pueyrredón
53090317,USD,600,Palermo
49816269,USD,8000,Puerto Madero
49247345,USD,5500,Puerto Madero
53086965,USD,1150,Palermo
53066872,USD,500,Belgrano
52999509,USD,2500,Villa Luro
53113259,$,250000,Retiro
53085984,$,310000,Boedo
53062714,$,450000,Palermo
53026473,USD,1300,San Telmo
53050367,USD,550,La Paternal
52745114,$,1000000,Recoleta
53072895,USD,750,Palermo
51679121,USD,1700,Retiro
51679345,USD,1950,Puerto Madero
51679654,USD,8000,Belgrano
51511217,USD,500,Recoleta
51514531,USD,1600,Belgrano
51515125,USD,1500,Recoleta
51535930,USD,850,Coghlan
51536051,USD,850,Belgrano
51627757,USD,1700,Palermo
51630020,USD,2200,Palermo
51630699,$,1100,San Telmo
51632639,USD,2000,Palermo
51633053,USD,630,Núñez
51606483,$,0,Villa Lugano
51642731,$,320000,Boedo
51647493,USD,800,Palermo
51622661,$,350000,Almagro
51656949,$,390000,Floresta
51599260,USD,3200,Puerto Madero
51602100,USD,1600,Recoleta
52979013,$,500000,Colegiales
52979310,USD,700,Palermo
52980327,USD,800,Palermo
52980449,$,750000,Villa Urquiza
52980465,$,400000,Chacarita
52956564,USD,550,Núñez
52974589,USD,400,Belgrano
52965813,$,530000,Flores
52975208,$,298000,Villa Crespo
52975210,$,298000,Almagro
52978329,USD,700,Palermo
52966817,$,400000,Monserrat
52967062,USD,1200,Balvanera
52984314,$,300000,Flores
52984437,$,550000,Palermo
52966763,$,700000,Caballito
52970049,$,250000,Monte Castro
52978931,$,480000,Saavedra
52979996,USD,650,Palermo
52970686,$,380000,Caballito
52853698,$,280000,Villa del Parque
52853714,$,300000,Floresta
52853780,USD,1350,Villa del Parque
52834814,USD,1100,Centro / Microcentro
52834815,$,680000,Palermo
52834234,$,350000,Tribunales
52831659,$,380000,Saavedra
52831815,$,1250000,Belgrano
52835910,USD,1000,Recoleta
52841034,USD,650,Palermo
52815846,USD,850,Belgrano
52814518,USD,450,Recoleta
52814501,$,280000,Almagro
52779959,USD,500,Belgrano
52779981,USD,1200,Recoleta
52814872,USD,800,Belgrano
52815263,USD,700,Palermo
52803576,$,600000,Almagro
52821847,USD,1200,Flores
52822625,USD,1800,Belgrano
52994970,$,890000,Parque Chacabuco
52992956,USD,420,Belgrano
52993028,$,340000,Villa del Parque
52993054,USD,300,Núñez
52993212,$,440000,Monte Castro
52993364,$,298000,Caballito
52995610,USD,500,Belgrano
52993781,USD,250,Caballito
52993855,USD,1300,Recoleta
52995983,$,250000,Parque Patricios
52996310,$,250000,Villa Urquiza
52996381,$,400000,Belgrano
52996473,USD,390,Recoleta
52994529,$,2800000,Barrio Norte
52996670,USD,450,Caballito
52987755,USD,340,Villa Luro
52988222,$,300000,Belgrano
52988285,$,360000,Saavedra
52988310,$,150000,Belgrano
52988318,$,300000,Villa Urquiza
52998923,$,630000,Belgrano
52810345,USD,1100,Puerto Madero
